band,reporter_call,reporter_grid,latitude,longitude,spots_24h,spots_72h,spots_168h,active_days_24h,active_days_72h,active_days_168h,first_seen_168h,last_seen_168h
7,KF0ACN,EN44DB,44.062,-91.708,0,29,29,0,1,1,2026-07-16 07:54:00,2026-07-16 08:00:00
7,KF0KRY,EM18AB,38.062,-97.958,0,0,7,0,0,2,2026-07-11 08:54:00,2026-07-12 06:14:00
7,KF0OHU,EN35IC,45.104,-93.292,0,380,687,0,2,2,2026-07-14 04:02:00,2026-07-15 02:46:00
7,KF0SXO,EN31CA,41.021,-93.792,0,0,4,0,0,1,2026-07-13 01:08:00,2026-07-13 01:20:00
7,KF0WXX,EN10,40.479,-97.042,0,0,1202,0,0,1,2026-07-14 05:12:00,2026-07-14 12:11:00
7,KF0YUX,DM79,39.479,-105.042,0,6,44,0,1,2,2026-07-11 09:58:00,2026-07-15 08:12:00
7,KF0YV,EN11XD,41.146,-96.042,0,0,36,0,0,2,2026-07-13 17:52:00,2026-07-14 16:02:00
7,KF5YSH,DM93BN,33.562,-101.875,0,0,236,0,0,1,2026-07-12 05:55:00,2026-07-12 07:29:00
7,KF6ZEO,CM87SR,37.729,-122.458,1922,4702,9428,2,4,8,2026-07-10 17:02:00,2026-07-17 16:58:00
7,KF7FMA,CN85PM,45.521,-122.708,0,3,3,0,1,1,2026-07-14 21:36:00,2026-07-14 21:54:00
7,KF8AZN,EN72BM,42.521,-85.875,66,66,66,1,1,1,2026-07-17 02:38:00,2026-07-17 02:50:00
7,KF8ETQ,EN82MM,42.521,-82.958,119,425,841,2,4,7,2026-07-11 01:46:00,2026-07-17 14:40:00
7,KF8GDP,EN80SB,40.062,-82.458,0,0,7,0,0,1,2026-07-11 13:56:00,2026-07-11 13:58:00
7,KF9ET,EM69RD,39.146,-86.542,366,999,2428,2,4,8,2026-07-10 17:06:00,2026-07-17 16:46:00
7,KF9KV,EN52ET,42.812,-89.625,1106,2947,6365,2,4,8,2026-07-10 17:06:00,2026-07-17 16:46:00
7,KFS,CM87TJ,37.396,-122.375,6967,20542,48480,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KFS/NW,CM87TJ,37.396,-122.375,3178,8762,17945,2,4,8,2026-07-10 17:02:00,2026-07-17 16:58:00
7,KFS/OMNI,CM87TJ,37.396,-122.375,5832,17302,42742,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KFS/SE,CM87TJ,37.396,-122.375,5687,16562,36930,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KFS/SW,CM87TJ,37.396,-122.375,259,707,1593,2,4,8,2026-07-10 17:42:00,2026-07-17 16:28:00
7,KG0D,CN88KA,48.021,-123.125,2412,5884,12399,2,3,7,2026-07-11 03:16:00,2026-07-17 16:58:00
7,KG5ABO,EM12HP,32.646,-97.375,1138,3293,6934,2,4,8,2026-07-10 17:06:00,2026-07-17 16:46:00
7,KG5FCZ,EM21OH,31.312,-94.792,0,1016,1728,0,2,5,2026-07-12 16:46:00,2026-07-16 13:46:00
7,KG5GNQ,EM79CU,39.854,-85.792,86,213,633,1,3,7,2026-07-10 18:46:00,2026-07-16 23:56:00
7,KG5RF,EL89UC,29.104,-82.292,1,1,1,1,1,1,2026-07-16 20:46:00,2026-07-16 20:46:00
7,KG5SUZ,DM64TO,34.604,-106.375,0,2964,2964,0,1,1,2026-07-15 02:26:00,2026-07-15 12:04:00
7,KG5VWO,EM40OH,30.312,-90.792,4133,4243,7517,2,2,4,2026-07-10 23:54:00,2026-07-17 16:58:00
7,KG5YSK,EM26,36.479,-95.042,0,0,38,0,0,2,2026-07-11 11:26:00,2026-07-14 12:26:00
7,KG6JMO,DM13IE,33.188,-117.292,1828,4915,9821,2,4,8,2026-07-10 17:02:00,2026-07-17 16:58:00
7,KG6NFJ,EM79WP,39.646,-84.125,3542,9664,20936,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KG7LR,DN30XM,40.521,-112.042,0,0,35,0,0,1,2026-07-11 19:48:00,2026-07-11 20:24:00
7,KH6FA,BK29CB,19.062,-155.792,31,177,412,2,4,7,2026-07-10 23:26:00,2026-07-17 03:26:00
7,KI4FBL,EM88PK,38.438,-82.708,2971,7960,11515,2,4,6,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KI4TWB/0,EM72HP,32.646,-85.375,2111,2111,5836,2,2,6,2026-07-10 17:06:00,2026-07-17 16:46:00
7,KI5QDA,EM12,32.479,-97.042,0,0,190,0,0,1,2026-07-12 05:46:00,2026-07-12 06:26:00
7,KI7OXA,DM41MW,31.938,-110.958,1790,1790,1790,1,1,1,2026-07-17 02:50:00,2026-07-17 14:42:00
7,KJ5BT,EM04HX,34.979,-99.375,452,2159,2781,1,3,7,2026-07-11 17:42:00,2026-07-17 12:06:00
7,KJ5ET,EM42XH,32.312,-90.042,0,0,10,0,0,1,2026-07-14 01:54:00,2026-07-14 01:54:00
7,KJ5HTG,EM13PB,33.062,-96.708,3,3,3,1,1,1,2026-07-16 23:18:00,2026-07-16 23:18:00
7,KJ5MTR,EM10EM,30.521,-97.625,1292,3157,7213,2,4,8,2026-07-10 20:02:00,2026-07-17 16:42:00
7,KJ5NWU,EM13PA,33.021,-96.708,36,61,126,1,2,4,2026-07-11 10:42:00,2026-07-17 11:26:00
7,KJ5QQA,EM13,33.479,-97.042,0,0,572,0,0,2,2026-07-13 23:30:00,2026-07-14 02:50:00
7,KJ5QQA,EM13OA,33.021,-96.792,0,0,5,0,0,2,2026-07-13 23:54:00,2026-07-14 01:32:00
7,KJ5YZ,EM14ER,34.729,-97.625,0,0,28,0,0,1,2026-07-12 00:26:00,2026-07-12 00:38:00
7,KJ6EI/VE7,CN88FU,48.854,-123.542,2779,8458,19024,2,4,8,2026-07-10 17:00:00,2026-07-17 16:56:00
7,KJ6MKI,CM88OI,38.354,-122.792,5565,15373,33972,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KJ7ABK,DM26KA,36.021,-115.125,330,1159,2165,1,3,7,2026-07-11 03:56:00,2026-07-17 11:36:00
7,KJ8T,FK18OA,18.021,-76.792,0,0,82,0,0,2,2026-07-11 01:06:00,2026-07-14 10:26:00
7,KK1D,FN31VI,41.354,-72.208,1725,4576,10433,2,4,8,2026-07-10 17:06:00,2026-07-17 16:46:00
7,KK1X,FN42EN,42.562,-71.625,0,0,4140,0,0,2,2026-07-10 17:00:00,2026-07-11 15:38:00
7,KK4GKF,CN87US,47.771,-122.292,1930,3613,7237,2,4,8,2026-07-10 20:46:00,2026-07-17 16:46:00
7,KK6UC,DM12JV,32.896,-117.208,1727,5474,12326,2,4,8,2026-07-10 17:02:00,2026-07-17 16:54:00
7,KK7IXU,CN88NO,48.604,-122.875,5439,16081,37130,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KK7SB,DN40CO,40.604,-111.792,2461,6688,14416,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KK7SDR,DM37,37.479,-113.042,0,0,56,0,0,1,2026-07-13 03:44:00,2026-07-13 04:26:00
7,KL3MM,DN13TP,43.646,-116.375,0,0,34,0,0,1,2026-07-12 18:34:00,2026-07-12 20:24:00
7,KL3RR,BP51AD,61.146,-149.958,1741,3452,7569,2,4,8,2026-07-10 17:00:00,2026-07-17 16:54:00
7,KM0R,DM43EH,33.312,-111.625,3037,9390,22099,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KM3T-3,FN42ET,42.812,-71.625,1197,5246,11989,2,4,8,2026-07-10 17:02:00,2026-07-17 16:54:00
7,KM4BLG/SWL,EM85QM,35.521,-82.625,122,304,682,2,4,8,2026-07-10 19:26:00,2026-07-17 14:26:00
7,KM4MZA,EM78QE,38.188,-84.625,1868,4921,9629,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KM4QXW,EM74QB,34.062,-84.625,419,1276,2914,2,4,8,2026-07-10 17:04:00,2026-07-17 16:46:00
7,KM7CCG,DN17,47.479,-117.042,0,27,27,0,2,2,2026-07-14 23:26:00,2026-07-15 23:56:00
7,KM7CHT,CN85QL,45.479,-122.625,306,719,1478,1,3,7,2026-07-11 04:54:00,2026-07-17 11:40:00
7,KM7DFF,CN88QM,48.521,-122.625,0,39,43,0,2,3,2026-07-13 20:06:00,2026-07-16 04:58:00
7,KM7DXC,DN45EG,45.271,-111.625,0,0,3,0,0,1,2026-07-12 12:34:00,2026-07-12 12:38:00
7,KM7GPK,DN40EN,40.562,-111.625,1202,1202,2567,1,1,3,2026-07-11 05:16:00,2026-07-17 15:00:00
7,KM7GZN,CN97AN,47.562,-121.958,31,31,31,1,1,1,2026-07-17 05:34:00,2026-07-17 05:50:00
7,KN4RQD,FM18,38.479,-77.042,324,989,1326,2,4,6,2026-07-12 02:06:00,2026-07-17 07:06:00
7,KN4RQD,FM18FG,38.271,-77.542,0,6,6,0,3,3,2026-07-14 22:46:00,2026-07-16 05:06:00
7,KN4RQD,FM18GH,38.312,-77.458,0,0,744,0,0,2,2026-07-10 17:04:00,2026-07-11 18:46:00
7,KN4RQD,FM18IU,38.854,-77.292,0,3,3,0,2,2,2026-07-14 22:22:00,2026-07-16 03:46:00
7,KN4RQD,FM18JS,38.771,-77.208,0,2,2,0,2,2,2026-07-14 22:26:00,2026-07-15 01:36:00
7,KN4RQD,FM18KX,38.979,-77.125,0,2,4,0,2,3,2026-07-12 18:32:00,2026-07-16 04:26:00
7,KN4RQD,FM18MU,38.854,-76.958,0,1,1,0,1,1,2026-07-14 22:22:00,2026-07-14 22:22:00
7,KN4RQD,FM18QI,38.354,-76.625,0,1,1,0,1,1,2026-07-16 04:14:00,2026-07-16 04:14:00
7,KN4RQD,FM18RH,38.312,-76.542,0,2,2,0,2,2,2026-07-14 23:26:00,2026-07-16 04:14:00
7,KN6LED,DM13JR,33.729,-117.208,0,0,3,0,0,1,2026-07-12 01:38:00,2026-07-12 01:42:00
7,KN6NW,DM33,33.479,-113.042,13,13,13,1,1,1,2026-07-17 14:24:00,2026-07-17 14:32:00
7,KN6NW,DM33VQ,33.688,-112.208,1,1,1,1,1,1,2026-07-17 14:28:00,2026-07-17 14:28:00
7,KO6LJF,CM96CV,36.896,-121.792,1395,1395,1395,1,1,1,2026-07-17 05:24:00,2026-07-17 13:04:00
7,KP4MD,CM98IQ,38.688,-121.292,3961,10939,24110,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KP4MD/4,EM96LW,36.938,-81.042,0,0,2193,0,0,3,2026-07-12 14:30:00,2026-07-14 08:04:00
7,KPH,CM88MC,38.104,-122.958,1350,3356,16660,2,4,8,2026-07-10 18:38:00,2026-07-17 15:34:00
7,KPH2,CM88MC,38.104,-122.958,6795,19463,43694,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KQ4ESQ,EM63VN,33.562,-86.208,0,0,58,0,0,1,2026-07-11 05:56:00,2026-07-11 06:06:00
7,KQ4NWD,EM60RT,30.812,-86.542,0,154,154,0,1,1,2026-07-15 04:54:00,2026-07-15 06:02:00
7,KQ4PAK,FM18GL,38.479,-77.458,0,20,20,0,1,1,2026-07-14 23:46:00,2026-07-14 23:46:00
7,KQ4PLL,EM63UM,33.521,-86.292,536,1546,3769,2,4,8,2026-07-10 17:06:00,2026-07-17 16:46:00
7,KQ4VPE,EL98FM,28.521,-81.542,0,0,10,0,0,1,2026-07-11 06:28:00,2026-07-11 06:28:00
7,KQ4ZNB,FM05WS,35.771,-78.125,0,40,40,0,1,1,2026-07-14 19:46:00,2026-07-14 20:06:00
7,KR4CMR,EL97,27.479,-81.042,0,177,177,0,1,1,2026-07-16 12:44:00,2026-07-16 15:06:00
7,KR4CSE,EM70DE,30.188,-85.708,0,673,8585,0,2,6,2026-07-10 17:02:00,2026-07-15 02:18:00
7,KR4DBJ,EM56NI,36.354,-88.875,1147,1147,5341,2,2,7,2026-07-10 17:00:00,2026-07-17 16:56:00
7,KR4HCH,FM05QR,35.729,-78.625,0,0,59,0,0,2,2026-07-10 17:58:00,2026-07-11 12:46:00
7,KR4IQW,EM85MM,35.521,-82.958,0,0,12,0,0,1,2026-07-12 16:06:00,2026-07-12 16:26:00
7,KR4NJ,FM05OV,35.896,-78.792,0,0,262,0,0,1,2026-07-11 11:26:00,2026-07-11 13:04:00
7,KR8MER,EN71XA,41.021,-84.042,693,2281,6582,2,4,8,2026-07-10 18:20:00,2026-07-17 16:44:00
7,KS0TRADE,KO11IF,51.229,22.708,0,78,78,0,1,1,2026-07-16 14:34:00,2026-07-16 15:00:00
7,KU4A,EM78,38.479,-85.042,772,1236,1236,2,3,3,2026-07-15 23:06:00,2026-07-17 14:08:00
7,KU4BY,FM16VF,36.229,-76.208,644,1896,4361,2,4,8,2026-07-10 17:06:00,2026-07-17 16:46:00
7,KU9Z,EN62DA,42.021,-87.708,55,261,892,1,3,7,2026-07-10 18:02:00,2026-07-16 21:56:00
7,KV0S,EM38TV,38.896,-92.375,6064,17636,38302,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KV4LP,EL95UX,25.979,-80.292,0,0,66,0,0,1,2026-07-12 02:02:00,2026-07-12 02:58:00
7,KW4TN,EM75VU,35.854,-84.208,348,1041,2354,2,4,8,2026-07-10 17:02:00,2026-07-17 16:56:00
7,KW7MM,DM42MM,32.521,-110.958,5990,15282,41669,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KX4AZ/T,EN74GC,44.104,-85.458,10638,30157,69151,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KX4O,FM18CP,38.646,-77.792,9735,26490,58571,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,KX4TH,DM78PW,38.938,-104.708,264,851,1968,2,4,8,2026-07-10 17:16:00,2026-07-17 16:18:00
7,KX7VHF,CN87TN,47.562,-122.375,0,5,5,0,1,1,2026-07-16 05:58:00,2026-07-16 05:58:00
7,KY4HL,FM03SV,33.896,-78.458,0,0,4,0,0,1,2026-07-11 23:17:00,2026-07-11 23:17:00
7,KZ4IK,FM08VI,38.354,-78.208,155,2973,8506,2,4,8,2026-07-10 17:06:00,2026-07-17 16:06:00
7,KZ5MH,EM75,35.479,-85.042,0,0,25,0,0,1,2026-07-12 18:04:00,2026-07-12 18:26:00
7,LA1LLA,JP65GJ,65.396,12.542,0,0,1,0,0,1,2026-07-11 18:46:00,2026-07-11 18:46:00
7,LA3FY/2,JP40FJ,60.396,8.458,539,1569,3719,2,4,8,2026-07-10 17:06:00,2026-07-17 16:46:00
7,LA3RLA,JP53HK,63.438,10.625,0,0,8,0,0,1,2026-07-12 20:00:00,2026-07-12 20:22:00
7,LA9RKA,JP65VV,65.896,13.792,204,528,1066,2,4,8,2026-07-10 19:06:00,2026-07-17 08:46:00
7,LB5MA,JP20KT,60.812,4.875,0,0,61,0,0,1,2026-07-14 04:46:00,2026-07-14 06:46:00
7,LLN201,DO23UV,53.896,-114.292,0,12,12,0,1,1,2026-07-16 05:02:00,2026-07-16 05:04:00
7,LU1140SWL,GF05SJ,-34.604,-58.458,0,0,3,0,0,1,2026-07-10 23:04:00,2026-07-10 23:08:00
7,LU8MIL,FF57,-32.521,-69.042,539,2119,5105,2,4,8,2026-07-10 17:00:00,2026-07-17 16:56:00
7,LU8SAM,FG60OO,-29.396,-66.792,7,52,65,1,3,5,2026-07-12 14:04:00,2026-07-16 20:50:00
7,LX1LC,JN39EP,49.646,6.375,4273,13130,33274,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,LX2JV,JN29VT,49.812,5.792,1239,2958,13198,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,LY1WS,KO25DA,55.021,24.292,0,0,322,0,0,2,2026-07-13 10:20:00,2026-07-14 12:02:00
7,LY3FF-11,KO25HA,55.021,24.625,0,0,10,0,0,1,2026-07-11 20:12:00,2026-07-11 20:12:00
7,LZ2RKG,KN12QR,42.729,23.375,0,0,3734,0,0,5,2026-07-10 22:10:00,2026-07-14 05:52:00
7,LZ2RKG,KN33NF,43.229,27.125,0,0,1031,0,0,2,2026-07-11 21:36:00,2026-07-12 05:42:00
7,M0EYT,IO80XS,50.771,-2.042,56,79,145,2,4,8,2026-07-10 18:18:00,2026-07-17 09:30:00
7,M0GUC,IO82WL,52.479,-2.125,0,0,5,0,0,1,2026-07-13 17:42:00,2026-07-13 19:22:00
7,M0JBM,IO81VU,51.854,-2.208,0,0,595,0,0,3,2026-07-11 08:26:00,2026-07-14 08:26:00
7,M0KNC-RX,IO91HB,51.062,-1.375,116,218,484,1,3,7,2026-07-11 06:06:00,2026-07-17 08:58:00
7,M0LLP,IO87WC,57.104,-2.125,649,1683,3966,2,4,8,2026-07-10 21:02:00,2026-07-17 08:56:00
7,M0LTE,IO91ML,51.479,-0.958,1492,4609,10709,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,M0OAJ,JO02QT,52.812,1.375,31,31,31,1,1,1,2026-07-17 13:42:00,2026-07-17 14:00:00
7,M0PWX,JO01IJ,51.396,0.708,802,2548,6555,2,4,8,2026-07-10 17:06:00,2026-07-17 16:46:00
7,M0RBD,IO92OA,52.021,-0.792,0,229,478,0,2,3,2026-07-13 13:52:00,2026-07-15 14:04:00
7,M0UNI,IO82RW,52.938,-2.542,612,644,1884,2,2,5,2026-07-11 07:02:00,2026-07-17 16:06:00
7,M0VOB-SDR,IO93DT,53.812,-1.708,737,1499,3808,2,4,8,2026-07-10 21:32:00,2026-07-17 04:52:00
7,M0WHU,JO01IN,51.562,0.708,983,3680,10539,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,M0XDC,JO01DQ,51.688,0.292,0,0,1777,0,0,3,2026-07-10 17:06:00,2026-07-12 07:46:00
7,M0XFO,IO93CU,53.854,-1.792,793,1636,2018,1,3,5,2026-07-13 06:02:00,2026-07-17 16:30:00
7,M1FHB,IO81XG,51.271,-2.042,0,0,3145,0,0,4,2026-07-11 13:34:00,2026-07-14 03:54:00
7,M1JKL,IO82TC,52.104,-2.375,190,490,1092,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,M1MCL,IO93FQ,53.688,-1.542,171,4042,8283,1,3,6,2026-07-10 17:46:00,2026-07-16 19:18:00
7,M3GBZ,IO84NV,54.896,-2.875,0,3,5,0,1,2,2026-07-14 05:59:00,2026-07-16 07:23:00
7,M5RJC,IO93FX,53.979,-1.542,116,116,116,1,1,1,2026-07-17 13:14:00,2026-07-17 14:12:00
7,M6GQU,IO92FM,52.521,-1.542,241,636,1539,2,4,8,2026-07-10 17:02:00,2026-07-17 16:58:00
7,M6JNA,IO92CJ,52.396,-1.792,0,0,1,0,0,1,2026-07-12 09:36:00,2026-07-12 09:36:00
7,M6VPN,IO94,54.479,-1.042,0,0,2,0,0,1,2026-07-13 12:48:00,2026-07-13 12:48:00
7,M7AZV,IO91WK,51.438,-0.125,0,0,2,0,0,2,2026-07-11 19:58:00,2026-07-13 12:04:00
7,M7BKP,IO90,50.479,-1.042,0,0,2,0,0,1,2026-07-12 15:06:00,2026-07-12 15:06:00
7,M7DYR,IO70IC,50.104,-5.292,0,50,648,0,2,3,2026-07-13 14:42:00,2026-07-15 09:06:00
7,M7NXS,IO93LX,53.979,-1.042,385,385,632,2,2,4,2026-07-10 22:02:00,2026-07-17 07:58:00
7,M7SDJ,IO81PP,51.646,-2.708,1367,3783,8407,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,M7WWX,IO80XT,50.812,-2.042,1418,3823,8223,1,3,7,2026-07-10 19:02:00,2026-07-16 23:56:00
7,M8KTP,IO93LE,53.188,-1.042,0,0,154,0,0,1,2026-07-11 13:54:00,2026-07-11 14:38:00
7,M9ISW,IO90KT,50.812,-1.125,0,1,1,0,1,1,2026-07-15 21:04:00,2026-07-15 21:04:00
7,M9PSY,IO86HA,56.021,-3.375,9379,28688,69797,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,M9PSY-1,IO86HA,56.021,-3.375,8880,27108,66090,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,M9PSY-2,IO86HA,56.021,-3.375,8234,24397,58827,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,M9TWM,IO93FJ,53.396,-1.542,1608,4583,12525,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,MA3265SWL,IO91,51.479,-1.042,0,0,107,0,0,1,2026-07-11 18:58:00,2026-07-11 19:14:00
7,MA3265SWL,IO91SI,51.354,-0.458,0,0,1,0,0,1,2026-07-11 19:10:00,2026-07-11 19:10:00
7,MD0WXN,IO74SH,54.312,-4.458,0,16,16,0,1,1,2026-07-16 16:08:00,2026-07-16 16:16:00
7,MI7GCZ,IO74AM,54.521,-5.958,3233,8541,12245,2,3,5,2026-07-11 08:54:00,2026-07-17 04:26:00
7,MM0YMG,IO85JV,55.896,-3.208,0,0,10,0,0,1,2026-07-14 13:20:00,2026-07-14 13:22:00
7,MM0ZFG/P,IO76LT,56.812,-5.042,0,56,56,0,1,1,2026-07-14 20:32:00,2026-07-14 20:40:00
7,MM7YKZ,IO75TV,55.896,-4.375,103,137,228,2,3,5,2026-07-12 18:26:00,2026-07-17 12:08:00
7,MM8KZF,IO77VL,57.479,-4.208,47,73,109,2,3,7,2026-07-10 17:46:00,2026-07-17 13:32:00
7,MW7EYC,IO81PP,51.646,-2.708,0,0,396,0,0,1,2026-07-11 12:02:00,2026-07-11 18:18:00
7,MW7SIF,IO72WO,52.604,-4.125,1480,4621,12129,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N0AQI,EM48OS,38.771,-90.792,0,0,869,0,0,2,2026-07-13 01:54:00,2026-07-14 00:54:00
7,N0CALL,DM03TU,33.854,-118.375,10,10,10,1,1,1,2026-07-17 13:46:00,2026-07-17 16:12:00
7,N0CALL,JN06EM,46.521,0.375,428,428,478,2,2,4,2026-07-11 07:04:00,2026-07-17 09:38:00
7,N0CALL12,EM12PT,32.812,-96.708,0,620,1155,0,2,4,2026-07-13 06:48:00,2026-07-16 04:42:00
7,N0CALL2FFC87,EN50MM,40.521,-88.958,69,158,247,1,3,8,2026-07-10 21:40:00,2026-07-17 13:56:00
7,N0COQ,OL39EI,29.354,106.375,131,391,1108,2,4,8,2026-07-10 17:00:00,2026-07-17 16:48:00
7,N0HAQ,OL62TI,22.354,113.625,87,403,1239,2,4,8,2026-07-10 17:00:00,2026-07-17 16:52:00
7,N0KSU,EM19RF,39.229,-96.542,1678,3774,7140,1,3,7,2026-07-11 01:46:00,2026-07-17 11:36:00
7,N0LUF,DM78,38.479,-105.042,0,746,2279,0,2,4,2026-07-12 23:42:00,2026-07-15 19:22:00
7,N0LUF,DM78PS,38.771,-104.708,912,918,918,1,2,2,2026-07-15 19:40:00,2026-07-17 16:46:00
7,N0QDS,EN35GA,45.021,-93.458,2624,7534,16735,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N0SYU,OL62NA,22.021,113.125,57,155,379,2,4,8,2026-07-10 17:06:00,2026-07-17 16:40:00
7,N1GRL,EM92LG,32.271,-81.042,0,13,40,0,1,2,2026-07-11 02:44:00,2026-07-15 01:14:00
7,N1JMC,FM18QQ,38.688,-76.625,0,0,1792,0,0,1,2026-07-11 00:22:00,2026-07-11 05:58:00
7,N1RWJ,FN41FR,41.729,-71.542,1836,1836,1836,1,1,1,2026-07-17 03:28:00,2026-07-17 12:00:00
7,N1SRC,DN23AI,43.354,-115.958,0,0,3637,0,0,5,2026-07-10 17:06:00,2026-07-14 05:26:00
7,N1UC,FM08LA,38.021,-79.042,6659,17755,39198,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N2BRJ,FM29KQ,39.688,-75.125,4367,6889,8529,2,4,5,2026-07-13 03:56:00,2026-07-17 16:58:00
7,N2EPE,FN13FB,43.062,-77.542,6539,17583,40360,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N2KPQ,EM94QW,34.938,-80.625,1517,4566,10447,2,4,8,2026-07-10 17:06:00,2026-07-17 16:46:00
7,N2NFG,FN30,40.479,-73.042,0,0,33,0,0,1,2026-07-11 00:50:00,2026-07-11 00:54:00
7,N2OTO,EL96WI,26.354,-80.125,1065,1715,3333,1,2,4,2026-07-11 08:02:00,2026-07-17 10:12:00
7,N2UGS,FN02OX,42.979,-78.792,219,388,949,2,4,5,2026-07-13 00:04:00,2026-07-17 02:28:00
7,N2YCH,FN31JG,41.271,-73.208,9683,26481,60011,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N3AGE-0,FN30HW,40.938,-73.375,4992,12238,27311,2,4,8,2026-07-10 17:02:00,2026-07-17 16:58:00
7,N3AGE-2,FN30HW,40.938,-73.375,5615,14617,32437,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N3AGE-4,FN30HW,40.938,-73.375,6780,17953,40288,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N3CHX,FM06AA,36.021,-79.958,536,1424,2056,1,3,6,2026-07-12 02:56:00,2026-07-17 14:46:00
7,N3EYQ,FN21XV,41.896,-74.042,0,2463,4534,0,1,3,2026-07-11 05:52:00,2026-07-15 15:16:00
7,N3KMT,FN00LC,40.104,-79.042,0,0,70,0,0,1,2026-07-13 17:48:00,2026-07-13 18:04:00
7,N3LAG,FN20JQ,40.688,-75.208,0,0,45,0,0,1,2026-07-13 03:00:00,2026-07-13 03:04:00
7,N3MK,FM27HV,37.896,-75.375,6443,15059,25573,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N3XO,FN20EJ,40.396,-75.625,0,0,2747,0,0,2,2026-07-11 19:32:00,2026-07-12 11:40:00
7,N4AU,EM62VP,32.646,-86.208,168,168,443,1,1,2,2026-07-12 01:06:00,2026-07-17 10:24:00
7,N4DM,EM56IK,36.438,-89.292,85,85,85,2,2,2,2026-07-16 22:46:00,2026-07-17 00:30:00
7,N4EER,FM06BC,36.104,-79.875,0,0,13,0,0,1,2026-07-12 19:20:00,2026-07-12 19:26:00
7,N4JJS,FM05PN,35.562,-78.708,206,632,1398,2,4,8,2026-07-10 19:56:00,2026-07-17 16:22:00
7,N4RTF,EM10,30.479,-97.042,0,0,161,0,0,1,2026-07-11 01:16:00,2026-07-11 03:36:00
7,N4SRN,FM26AV,36.896,-75.958,116,128,264,1,2,3,2026-07-13 00:06:00,2026-07-17 16:26:00
7,N4TKW,EM96SK,36.438,-80.458,0,0,11,0,0,1,2026-07-12 17:16:00,2026-07-12 17:18:00
7,N4TTN,FM05PM,35.521,-78.708,4558,13193,30689,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N4TVC/4,FM18IS,38.771,-77.292,1806,4769,12931,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N4ZZN,EL99IA,29.021,-81.292,51,141,360,2,4,8,2026-07-10 18:26:00,2026-07-17 16:06:00
7,N5AQM,DM43AH,33.312,-111.958,1,362,1066,1,3,7,2026-07-11 03:34:00,2026-07-17 02:44:00
7,N5CSC,EL09UJ,29.396,-98.292,4400,11994,27580,2,4,8,2026-07-10 17:00:00,2026-07-17 16:52:00
7,N5MCB,EM13PE,33.188,-96.708,0,0,7251,0,0,3,2026-07-10 17:02:00,2026-07-12 22:34:00
7,N5NBD,EM10UR,30.729,-96.292,2,872,872,1,2,2,2026-07-15 07:40:00,2026-07-16 17:26:00
7,N5TNL,EM25UI,35.354,-94.292,7018,18898,42961,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
7,N5UTV/LP,EM26AD,36.146,-95.958,710,1989,5191,2,4,8,2026-07-10 17:02:00,2026-07-17 16:54:00
