reporter_call,reporter_grid,latitude,longitude,spots,first_seen,last_seen,active_days
DL5SMB,JN48JK,48.438,8.792,3790,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL5UY,JN48FT,48.812,8.458,10780,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL6BEN,JO44GQ,54.688,8.542,10,2026-07-16 13:22:00,2026-07-16 13:28:00,1
DL6DAV,JO62,52.479,12.958,45,2026-07-14 17:04:00,2026-07-15 09:52:00,2
DL6EBP,JO30DW,50.938,6.292,3930,2026-07-14 17:02:00,2026-07-17 16:56:00,4
DL6NBB,JN59MP,49.646,11.042,4,2026-07-16 12:52:00,2026-07-16 12:54:00,1
DL6OW-MH,JO31KK,51.438,6.875,5705,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL6OW-WTM,JO33UO,53.604,7.708,11338,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL6TY,JO44LO,54.604,8.958,483,2026-07-14 19:38:00,2026-07-15 21:08:00,2
DL6YEA,JO53IA,53.021,10.708,1171,2026-07-14 17:00:00,2026-07-17 16:54:00,4
DL7AUQ,JO63KH,53.312,12.875,22606,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL7GAI,JN47OQ,47.688,9.208,188,2026-07-14 17:02:00,2026-07-17 10:34:00,2
DL7KST,JO62UP,52.646,13.708,464,2026-07-14 20:22:00,2026-07-17 04:06:00,4
DL7PH,JN49DP,49.646,8.292,15,2026-07-14 17:41:00,2026-07-14 18:03:00,1
DL7ZF,JO62PM,52.521,13.292,42,2026-07-16 14:52:00,2026-07-17 00:42:00,2
DL8BBY,JO54OK,54.438,11.208,1,2026-07-16 21:42:00,2026-07-16 21:42:00,1
DL8BBY/P,JO54OK,54.438,11.208,148,2026-07-17 14:02:00,2026-07-17 16:44:00,1
DL8BEG,JO42JX,52.979,8.792,2,2026-07-15 14:18:00,2026-07-15 14:18:00,1
DL8BO,JO31QK,51.438,7.375,1217,2026-07-14 17:10:00,2026-07-16 21:50:00,3
DL8FBN,JO51AE,51.188,10.042,4696,2026-07-15 09:16:00,2026-07-17 16:58:00,3
DL8FCL,JN49JX,49.979,8.792,519,2026-07-14 21:54:00,2026-07-16 06:30:00,3
DL8KCW,JO42PB,52.062,9.292,521,2026-07-15 11:06:00,2026-07-17 12:52:00,2
DL8LDN,JO43XT,53.812,9.958,3628,2026-07-14 17:02:00,2026-07-17 16:50:00,4
DL8ROA,JN49HX,49.979,8.625,1363,2026-07-14 17:06:00,2026-07-16 22:08:00,2
DL8SEL,JO31VL,51.479,7.792,8409,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL8SFE,JN48MQ,48.688,9.042,1028,2026-07-16 07:34:00,2026-07-17 16:54:00,2
DL8YCA,JO31PL,51.479,7.292,50,2026-07-14 17:04:00,2026-07-15 13:34:00,2
DL9GCW,JN48VC,48.104,9.792,20812,2026-07-14 17:00:00,2026-07-17 12:46:00,4
DL9HB,JO53RO,53.604,11.458,86,2026-07-14 17:04:00,2026-07-17 15:26:00,4
DL9SAD,JN48MU,48.854,9.042,80,2026-07-14 18:42:00,2026-07-17 16:58:00,4
DL9SW,JN58RD,48.146,11.458,13710,2026-07-14 17:02:00,2026-07-17 16:58:00,4
DM1AC,JO30IV,50.896,6.708,153,2026-07-14 19:26:00,2026-07-17 13:44:00,4
DM2HR,JN58II,48.354,10.708,490,2026-07-15 07:12:00,2026-07-15 15:56:00,1
DM2NT,JO51XL,51.479,11.958,49,2026-07-14 21:34:00,2026-07-17 13:40:00,4
DM3FML,JO60UX,50.979,13.708,1473,2026-07-15 09:44:00,2026-07-17 16:58:00,3
DM5NSA,JO30,50.479,6.958,358,2026-07-15 16:48:00,2026-07-16 18:06:00,2
DM5SR,JO30RF,50.229,7.458,8,2026-07-16 16:02:00,2026-07-16 16:04:00,1
DM7BBH,JO62ON,52.562,13.208,293,2026-07-14 18:38:00,2026-07-17 04:24:00,4
DN9DSF,JN59MU,49.854,11.042,25650,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DN9HFT-10,JO41SD,51.146,9.542,36,2026-07-15 08:18:00,2026-07-17 16:20:00,3
DN9NOX,JN59JO,49.604,10.792,4989,2026-07-14 17:00:00,2026-07-17 16:54:00,4
DN9SGE,JO42EB,52.062,8.375,1,2026-07-17 09:12:00,2026-07-17 09:12:00,1
DO2KMB,JO42,52.479,8.958,3,2026-07-16 12:22:00,2026-07-16 12:30:00,1
DO3AB,JO40,50.479,8.958,247,2026-07-15 09:56:00,2026-07-15 13:46:00,1
DO3DCF,JO31OK,51.438,7.208,1,2026-07-16 19:28:00,2026-07-16 19:28:00,1
DO5OU,JO61EI,51.354,12.375,135,2026-07-14 18:00:00,2026-07-16 11:54:00,3
DO6LSM,JO44TM,54.521,9.625,11,2026-07-15 15:26:00,2026-07-15 15:32:00,1
DO6RPS,JO42IC,52.104,8.708,348,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DO7SAM,JO42IF,52.229,8.708,8,2026-07-16 19:50:00,2026-07-16 19:58:00,1
DO7YYZ,JO54OL,54.479,11.208,2911,2026-07-14 17:28:00,2026-07-17 06:14:00,4
DP5G,JO30FK,50.438,6.458,910,2026-07-14 17:00:00,2026-07-14 18:14:00,1
DS3PIC,PM36OG,36.271,127.208,615,2026-07-14 17:00:00,2026-07-17 16:54:00,4
E20ZFD,OK03GS,13.771,100.542,84,2026-07-17 09:52:00,2026-07-17 13:10:00,1
E28AC,OK06FS,16.771,100.458,1952,2026-07-14 17:02:00,2026-07-17 16:50:00,4
E79Q,JN83TJ,43.396,17.625,7091,2026-07-14 17:00:00,2026-07-15 17:32:00,2
EA1ETQ,IN80DJ,40.396,-3.708,6304,2026-07-14 17:02:00,2026-07-17 16:34:00,4
EA1FAQ,IN71PN,41.562,-4.708,48446,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EA1FCS,IN53TG,43.271,-8.375,936,2026-07-16 12:18:00,2026-07-16 22:14:00,1
EA1IOW,IN83GJ,43.396,-3.458,21675,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EA2RCF,IN82PU,42.854,-2.708,8020,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EA3DMN,JN11FM,41.521,2.458,1054,2026-07-14 22:08:00,2026-07-17 10:36:00,3
EA3HSN,JN01VR,41.729,1.792,26,2026-07-15 18:20:00,2026-07-15 18:28:00,1
EA3IOT,JN11EP,41.646,2.375,25434,2026-07-14 17:00:00,2026-07-16 01:50:00,3
EA3IQK,JN11BJ,41.396,2.125,15427,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EA3IXC,JN01VG,41.271,1.792,14,2026-07-15 14:18:00,2026-07-15 14:20:00,1
EA4IHF,IN80DJ,40.396,-3.708,1,2026-07-16 07:24:00,2026-07-16 07:24:00,1
EA4IHP,IN70WI,40.354,-4.125,1159,2026-07-14 17:02:00,2026-07-17 16:36:00,4
EA4RCB,IN70WR,40.729,-4.125,3821,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EA5HKX,IM98WO,38.604,-0.125,335,2026-07-15 21:02:00,2026-07-17 07:02:00,3
EA5XQ,IM99,39.479,-1.042,5395,2026-07-14 17:00:00,2026-07-17 04:24:00,4
EA5XQ,IM99TL,39.479,-0.375,5,2026-07-15 01:02:00,2026-07-17 02:12:00,2
EA5XQ,IM99TP,39.646,-0.375,1,2026-07-15 16:30:00,2026-07-15 16:30:00,1
EA7JW,IM76GE,36.188,-5.458,93,2026-07-15 10:53:00,2026-07-15 11:49:00,1
EA7URA,IM76GD,36.146,-5.458,17172,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EA8-DF4UE,IL38BP,28.646,-13.875,82201,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EA8/DF4UE,IL38BP,28.646,-13.875,130474,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EA8BFK,IL38BO,28.604,-13.875,115470,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EA8CHC,IM67WI,37.354,-6.125,6,2026-07-15 17:08:00,2026-07-17 07:02:00,3
EA8EE,IL27ES,27.771,-15.625,621,2026-07-14 20:12:00,2026-07-17 06:50:00,4
EB2EAS-SDR1,IN91NP,41.646,-0.875,346,2026-07-14 21:16:00,2026-07-17 05:52:00,4
EB5DQ,IM99TP,39.646,-0.375,959,2026-07-14 17:10:00,2026-07-17 16:54:00,4
EB5TC,IM99TK,39.438,-0.375,7365,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EC1CS,IN62BI,42.354,-7.875,32619,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EI0CF,IO65IH,55.312,-7.292,233,2026-07-14 22:40:00,2026-07-17 11:34:00,4
EI3JCB,IO63KT,53.812,-7.125,2,2026-07-16 09:12:00,2026-07-16 10:52:00,1
EI4ACB,IO62XX,52.979,-6.042,14237,2026-07-14 17:00:00,2026-07-15 20:14:00,2
EI4HQ,IO51UU,51.854,-8.292,99670,2026-07-14 17:00:00,2026-07-17 16:58:00,4
EI4JD,IO52NP,52.646,-8.875,84,2026-07-14 17:00:00,2026-07-16 09:36:00,2
EI4JFB,IO63,53.479,-7.042,158,2026-07-14 17:02:00,2026-07-15 14:16:00,2
EI6IZ,IO53HU,53.854,-9.375,500,2026-07-14 20:12:00,2026-07-14 21:28:00,1
EI7HZB,IO65FB,55.062,-7.542,5491,2026-07-14 17:04:00,2026-07-17 16:56:00,4
ER1PL,KN46DW,46.938,28.292,544,2026-07-15 07:12:00,2026-07-15 10:46:00,1
ES2RR,KO29HG,59.271,24.625,19222,2026-07-14 17:02:00,2026-07-17 16:54:00,4
ES4O,KO39DC,59.104,26.292,25952,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F/HB9SHD,JN23VD,43.146,5.792,1,2026-07-15 20:38:00,2026-07-15 20:38:00,1
F1GAL,JN33BC,43.104,6.125,4764,2026-07-14 19:12:00,2026-07-17 16:58:00,4
F1JSC,JN03GE,43.188,0.542,2564,2026-07-14 17:00:00,2026-07-17 16:56:00,4
F1UBL,JN08XS,48.771,1.958,124,2026-07-15 10:10:00,2026-07-17 15:56:00,3
F1ZNO,JN14SC,44.104,3.542,18,2026-07-15 17:08:00,2026-07-16 10:26:00,2
F4EGM,JN29HN,49.562,4.625,3,2026-07-16 19:06:00,2026-07-17 16:56:00,2
F4FPR,IN88DI,48.354,-3.708,151,2026-07-15 10:58:00,2026-07-15 15:10:00,1
F4GOH,JN07DV,47.896,0.292,207,2026-07-16 12:28:00,2026-07-16 14:54:00,1
F4LNO,JN33MO,43.604,7.042,3452,2026-07-14 17:02:00,2026-07-17 16:58:00,4
F4MZI,JO10RK,50.438,3.458,1414,2026-07-15 16:06:00,2026-07-17 16:56:00,3
F4VTQ/B,JN28UX,48.979,5.708,2362,2026-07-14 17:22:00,2026-07-17 16:30:00,4
F4VTQ/F,JN28UX,48.979,5.708,4116,2026-07-14 17:00:00,2026-07-17 13:58:00,4
F4VTQ/K,JN28UX,48.979,5.708,16928,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F4VTQ/M,JN28UX,48.979,5.708,40563,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F4VTQ/R,JN28UX,48.979,5.708,30189,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F4VTQ/U,JN28UX,48.979,5.708,64470,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F4WCW,IN95LW,45.938,-1.042,18530,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F4WDO,JN08CA,48.021,0.208,1295,2026-07-17 11:00:00,2026-07-17 16:58:00,1
F5034SWL,JN26AB,46.062,4.042,991,2026-07-15 06:24:00,2026-07-17 16:36:00,3
F5178SWL,JN37KM,47.521,6.875,12148,2026-07-14 17:12:00,2026-07-17 16:58:00,4
F5AHD,JN37RO,47.604,7.458,3898,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F5BEZ,IN98DA,48.021,-1.708,14,2026-07-16 15:46:00,2026-07-16 16:14:00,1
F5EFK,IN87PP,47.646,-2.708,53,2026-07-16 18:14:00,2026-07-16 18:24:00,1
F5EMT,JN15OQ,45.688,3.208,229,2026-07-15 09:22:00,2026-07-17 16:58:00,3
F5HGF,JN25UD,45.146,5.708,683,2026-07-16 11:00:00,2026-07-17 16:58:00,2
F5JFA,JN38,48.479,6.958,11,2026-07-17 09:56:00,2026-07-17 10:04:00,1
F5JFA,JN38TM,48.521,7.625,145,2026-07-17 10:08:00,2026-07-17 10:50:00,1
F5KIA,JN18IA,48.021,2.708,5,2026-07-17 16:02:00,2026-07-17 16:12:00,1
F5LEN,JN38BO,48.604,6.125,425,2026-07-14 21:32:00,2026-07-16 06:26:00,3
F5NKP,JN18DT,48.812,2.292,168,2026-07-14 17:06:00,2026-07-16 06:20:00,3
F5VBD,JN25XO,45.604,5.958,45102,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F5WK,JN18HP,48.646,2.625,67,2026-07-16 18:06:00,2026-07-16 18:42:00,1
F61695,LG79SC,-20.896,55.542,832,2026-07-14 17:14:00,2026-07-17 16:56:00,4
F62000,JO10JG,50.271,2.792,14450,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F6DED,IN96BT,46.812,-1.875,6,2026-07-16 01:12:00,2026-07-16 15:42:00,1
F6FBB,JN12AX,42.979,2.042,213,2026-07-14 17:00:00,2026-07-16 20:20:00,3
F6KBF,JN18BW,48.938,2.125,1055,2026-07-14 20:54:00,2026-07-17 09:48:00,4
F6KGL,JN18GU,48.854,2.542,6309,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F70297SWL,JN38QB,48.062,7.375,367,2026-07-14 19:16:00,2026-07-17 15:34:00,4
F81251,JO10JG,50.271,2.792,8053,2026-07-14 17:00:00,2026-07-17 16:58:00,4
F8FQJ,JN18CV,48.896,2.208,599,2026-07-15 09:30:00,2026-07-15 13:32:00,1
F8UKP,JN17EB,47.062,2.375,1230,2026-07-14 20:34:00,2026-07-17 16:58:00,4
FN41RY,FN41KS,41.771,-71.125,209,2026-07-14 20:17:00,2026-07-17 16:44:00,4
FSWL117,JN05LD,45.146,0.958,3392,2026-07-14 17:00:00,2026-07-17 16:56:00,4
FSWL465,JN05LF,45.229,0.958,109,2026-07-14 17:02:00,2026-07-15 02:54:00,2
FW9789,KP14QB,64.062,23.375,1304,2026-07-14 17:02:00,2026-07-17 16:58:00,4
G0BSX,IO93FI,53.354,-1.542,61,2026-07-16 13:38:00,2026-07-17 15:58:00,2
G0BZB-SWL,IO84SX,54.979,-2.458,12365,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G0FCH,IO91CN,51.562,-1.792,4526,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G0GTV,IO93SF,53.229,-0.458,4373,2026-07-15 15:58:00,2026-07-17 12:12:00,3
G0IDE,IO83PQ,53.688,-2.708,928,2026-07-14 17:00:00,2026-07-17 16:22:00,4
G0IFI,IO81LD,51.146,-3.042,2745,2026-07-14 20:02:00,2026-07-17 14:36:00,4
G0IKI,IO91NQ,51.688,-0.875,142,2026-07-15 04:34:00,2026-07-16 13:56:00,2
G0JEI,IO93,53.479,-1.042,329,2026-07-16 17:14:00,2026-07-16 19:02:00,1
G0KTN,IO81TI,51.354,-2.375,51104,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G0MQW,IO91ML,51.479,-0.958,8490,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G0MZJ,IO81WG,51.271,-2.125,136,2026-07-14 17:00:00,2026-07-17 16:40:00,4
G0OHK,IO94FV,54.896,-1.542,581,2026-07-15 15:28:00,2026-07-17 13:10:00,2
G0TCD,IO91VX,51.979,-0.208,5259,2026-07-14 17:00:00,2026-07-17 16:56:00,4
G0UPL,KM46HU,36.854,28.625,532,2026-07-14 17:00:00,2026-07-15 05:48:00,2
G0VCA,IO81XX,51.979,-2.042,1205,2026-07-14 17:00:00,2026-07-14 19:20:00,1
G0VOK,IO83RG,53.271,-2.542,5169,2026-07-14 17:00:00,2026-07-17 16:54:00,4
G0WZM/A,IO91UI,51.354,-0.292,12698,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G0YYZ,IO93GN,53.562,-1.458,177,2026-07-15 19:06:00,2026-07-15 20:34:00,1
G1BLO,IO90DS,50.771,-1.708,1051,2026-07-15 15:40:00,2026-07-17 16:52:00,3
G1DRG,IO93LX,53.979,-1.042,2969,2026-07-14 17:00:00,2026-07-15 09:34:00,2
G1HZN,IO93,53.479,-1.042,476,2026-07-14 19:40:00,2026-07-16 21:22:00,2
G1HZN,IO93GA,53.021,-1.458,9,2026-07-16 19:54:00,2026-07-16 20:58:00,1
G1JOD,IO82QH,52.312,-2.625,2,2026-07-15 21:56:00,2026-07-15 22:02:00,1
G1MUM,IO91CN,51.562,-1.792,1399,2026-07-14 17:00:00,2026-07-15 16:48:00,2
G1PPZ,IO82XK,52.438,-2.042,15,2026-07-16 12:20:00,2026-07-16 12:56:00,1
G1WOR,IO90TT,50.812,-0.375,1659,2026-07-14 17:02:00,2026-07-17 11:18:00,4
G1ZGC,IO80GO,50.604,-3.458,18,2026-07-15 12:30:00,2026-07-15 12:38:00,1
G2YT,IO91VV,51.896,-0.208,13743,2026-07-15 06:26:00,2026-07-17 16:58:00,3
G3JKF,JO00BS,50.771,0.125,1663,2026-07-14 17:12:00,2026-07-17 15:44:00,4
G3OU,IO92PA,52.021,-0.708,898,2026-07-15 13:30:00,2026-07-17 11:20:00,3
G3SDR,IO81MI,51.354,-2.958,20497,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G3SPJ,JO01BL,51.479,0.125,226,2026-07-15 18:10:00,2026-07-16 22:58:00,2
G3VGZ,IO94IM,54.521,-1.292,35375,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G3VPW,IO91GP,51.646,-1.458,14864,2026-07-14 17:26:00,2026-07-17 16:58:00,4
G3WPD,IO91QQ,51.688,-0.625,1013,2026-07-16 15:46:00,2026-07-17 16:54:00,2
G3ZIL,IO90HW,50.938,-1.375,8511,2026-07-14 17:00:00,2026-07-15 06:18:00,2
G3ZYD,IO93GA,53.021,-1.458,845,2026-07-14 21:32:00,2026-07-15 08:52:00,2
G4AHG,IO81OK,51.438,-2.792,16803,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G4APB,JO01CL,51.479,0.208,610,2026-07-16 09:22:00,2026-07-17 15:38:00,2
G4DEU,IO81SL,51.479,-2.458,8833,2026-07-14 17:02:00,2026-07-17 16:58:00,4
G4DND,IO80BO,50.604,-3.875,9211,2026-07-15 07:34:00,2026-07-17 16:24:00,3
G4EA5,IM98WO,38.604,-0.125,186,2026-07-14 21:52:00,2026-07-17 07:54:00,4
G4EFE,IO91LL,51.479,-1.042,109,2026-07-16 14:44:00,2026-07-16 21:20:00,1
G4EUR,IO92NG,52.271,-0.875,1043,2026-07-15 18:46:00,2026-07-15 22:06:00,1
G4FKI,IO92SA,52.021,-0.458,17213,2026-07-14 17:00:00,2026-07-16 22:06:00,3
G4GCI,IO90GU,50.854,-1.458,46,2026-07-15 21:46:00,2026-07-17 16:58:00,2
G4GVZ,IO81WV,51.896,-2.125,1436,2026-07-14 18:58:00,2026-07-17 16:58:00,4
G4HZX,IO91XK,51.438,-0.042,95246,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G4IIQ,JO01MI,51.354,1.042,876,2026-07-14 17:06:00,2026-07-17 16:58:00,4
G4LEN,IO81UT,51.812,-2.292,4938,2026-07-14 17:00:00,2026-07-17 16:54:00,4
G4LRP,IO91TA,51.021,-0.375,1976,2026-07-15 09:44:00,2026-07-17 16:58:00,3
G4MEM/K,IO94FA,54.021,-1.542,5251,2026-07-14 17:02:00,2026-07-17 16:54:00,4
G4MRS,JO02,52.479,0.958,8232,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G4MRS,JO02OC,52.104,1.208,93,2026-07-14 17:30:00,2026-07-17 16:50:00,4
G4MRS,JO02PB,52.062,1.292,6012,2026-07-14 17:02:00,2026-07-17 16:56:00,4
G4MSA,IO90AU,50.854,-1.958,34774,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G4PCI,IO81XJ,51.396,-2.042,368,2026-07-14 17:06:00,2026-07-17 16:46:00,4
G4SDG,IO92TC,52.104,-0.375,501,2026-07-16 14:56:00,2026-07-17 16:56:00,2
G4WNC-1,IO90CU,50.854,-1.792,25371,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G4ZFQ,IO90IR,50.729,-1.292,81117,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G4ZJH,JO02RF,52.229,1.458,3190,2026-07-14 17:04:00,2026-07-17 16:56:00,4
G6AFG,IO83QF,53.229,-2.625,135,2026-07-16 08:40:00,2026-07-16 21:08:00,1
G6AVK,JO01HO,51.604,0.625,1299,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G6GN,IO81RM,51.521,-2.542,3573,2026-07-15 09:58:00,2026-07-17 16:58:00,3
G6KSN,IO82XJ,52.396,-2.042,999,2026-07-14 17:04:00,2026-07-17 16:48:00,4
G6MC/K,IO94EB,54.062,-1.625,8757,2026-07-14 17:02:00,2026-07-17 16:54:00,4
G6UQZ,JO02GB,52.062,0.542,13864,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G6UZT,IO82VB,52.062,-2.208,12022,2026-07-14 17:02:00,2026-07-17 16:56:00,4
G7CKX/SDR5,IO83WB,53.062,-2.125,7089,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G7ELK,IO90JV,50.896,-1.208,20844,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G7FAL,IO92WN,52.562,-0.125,3160,2026-07-16 14:14:00,2026-07-17 16:58:00,2
G7JYM,IO91VL,51.479,-0.208,184,2026-07-14 17:54:00,2026-07-17 16:26:00,4
G7KZA,IO92,52.479,-1.042,90,2026-07-15 14:36:00,2026-07-15 21:48:00,1
G7KZA,IO92NG,52.271,-0.875,4,2026-07-15 18:48:00,2026-07-15 19:08:00,1
G7OAE,IO83XC,53.104,-2.042,1616,2026-07-14 17:02:00,2026-07-16 16:04:00,2
G7UVW,JO01BN,51.562,0.125,622,2026-07-14 17:00:00,2026-07-15 12:52:00,2
G8AOE,IO94IM,54.521,-1.292,27309,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G8CQX,IO81XU,51.854,-2.042,1060,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G8LCO,IO91VU,51.854,-0.208,58928,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G8LMY,IO91OI,51.354,-0.792,558,2026-07-14 17:00:00,2026-07-14 21:06:00,1
G8LZI/2,JO02GL,52.479,0.542,5007,2026-07-14 17:00:00,2026-07-15 15:08:00,2
G8LZI/3,JO02GL,52.479,0.542,12946,2026-07-15 15:10:00,2026-07-17 16:58:00,3
G8OCV/SDR,JO02OK,52.438,1.208,11876,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G8PFR,IO81RV,51.896,-2.542,448,2026-07-14 17:26:00,2026-07-17 16:42:00,4
G8SEZ,IO92TC,52.104,-0.375,2508,2026-07-14 17:04:00,2026-07-17 16:58:00,4
G8URE,IO90PQ,50.688,-0.708,36,2026-07-14 19:14:00,2026-07-14 19:20:00,1
G8URE,IO90PR,50.729,-0.708,12,2026-07-14 19:12:00,2026-07-14 19:24:00,1
G8URE,IO90PS,50.771,-0.708,2,2026-07-14 19:12:00,2026-07-14 19:12:00,1
G8URE,IO90PT,50.812,-0.708,69,2026-07-14 19:12:00,2026-07-16 07:56:00,3
G8URE,IO90PU,50.854,-0.708,64,2026-07-14 21:08:00,2026-07-16 21:20:00,3
G8URE,IO90PV,50.896,-0.708,2,2026-07-17 16:32:00,2026-07-17 16:32:00,1
G8URE,IO90QU,50.854,-0.625,46632,2026-07-14 17:00:00,2026-07-17 16:58:00,4
G8URE,IO90QV,50.896,-0.625,2,2026-07-16 07:56:00,2026-07-16 07:56:00,1
G8URE,IO90SW,50.938,-0.458,82,2026-07-15 13:32:00,2026-07-15 13:50:00,1
G8XWR,IO91MD,51.146,-0.958,19,2026-07-16 11:34:00,2026-07-17 12:06:00,2
GB0PSC,IO92WA,52.021,-0.125,83727,2026-07-14 17:00:00,2026-07-17 16:58:00,4
GE8ROB/A,IO92GQ,52.688,-1.458,252,2026-07-16 14:32:00,2026-07-17 16:56:00,2
GI3VAF,IO74,54.479,-5.042,664,2026-07-14 18:10:00,2026-07-17 16:56:00,4
GM0DHD,IO85GW,55.938,-3.458,83195,2026-07-14 17:00:00,2026-07-17 16:58:00,4
GM0HTT,IO89JC,59.104,-3.208,46,2026-07-17 07:56:00,2026-07-17 08:12:00,1
GM0UDL,IO77VO,57.604,-4.208,10971,2026-07-14 17:24:00,2026-07-16 21:44:00,3
GM0VPG,IO75MX,55.979,-4.958,10,2026-07-17 16:08:00,2026-07-17 16:56:00,1
GM1OXB,IO87LP,57.646,-3.042,11519,2026-07-14 17:02:00,2026-07-17 11:00:00,4
GM3RQQ,IO75TV,55.896,-4.375,3201,2026-07-14 17:10:00,2026-07-17 16:58:00,4
GM4DIJ,IO85IW,55.938,-3.292,11969,2026-07-14 17:00:00,2026-07-17 16:58:00,4
GM4DTH,IO85JW,55.938,-3.208,20156,2026-07-14 17:00:00,2026-07-17 16:58:00,4
GM4EIW,IO75XW,55.938,-4.042,1151,2026-07-16 20:44:00,2026-07-16 23:12:00,1
GM4HYG,IO87IP,57.646,-3.292,6389,2026-07-14 17:00:00,2026-07-15 22:30:00,2
GM4JMU,IO75RN,55.562,-4.542,6834,2026-07-16 08:58:00,2026-07-17 16:58:00,2
GM4JRT,IO85JW,55.938,-3.208,20494,2026-07-14 17:00:00,2026-07-17 16:58:00,4
GM4WJA,IO87MN,57.562,-2.958,3430,2026-07-14 17:06:00,2026-07-17 16:52:00,4
GW0KIG,IO81HR,51.729,-3.375,2623,2026-07-14 17:00:00,2026-07-17 16:58:00,4
GW2HFR,IO83IB,53.062,-3.292,24845,2026-07-16 15:26:00,2026-07-17 16:58:00,2
GW4AYJ,IO81AO,51.604,-3.958,445,2026-07-16 15:26:00,2026-07-16 17:16:00,1
GW4JDZ,IO81AP,51.646,-3.958,48,2026-07-14 18:10:00,2026-07-16 19:04:00,3
GW8TRO,IO81JP,51.646,-3.208,462,2026-07-15 07:48:00,2026-07-17 16:22:00,3
GX0TRG,JO01FN,51.562,0.458,293,2026-07-15 18:36:00,2026-07-17 16:52:00,3
HA3MGA,JN96,46.479,18.958,10466,2026-07-14 17:02:00,2026-07-17 10:46:00,4
HA3PMF,JN96CC,46.104,18.208,3444,2026-07-14 17:00:00,2026-07-17 16:56:00,4
HA3PMF-K,JN96CC,46.104,18.208,4353,2026-07-14 17:00:00,2026-07-17 16:56:00,4
HA5GB,JN97BA,47.021,18.125,38020,2026-07-14 17:00:00,2026-07-17 16:58:00,4
HA7MAC,JN97RI,47.354,19.458,486,2026-07-17 11:18:00,2026-07-17 16:58:00,1
HA7PB,JN97LI,47.354,18.958,1336,2026-07-15 19:26:00,2026-07-17 16:38:00,3
HB9AK,JN36PV,46.896,7.292,11848,2026-07-14 17:00:00,2026-07-17 16:58:00,4
HB9AKB,JN37WN,47.562,7.875,290,2026-07-17 08:34:00,2026-07-17 09:18:00,1
HB9CCQ,JN47FJ,47.396,8.458,1,2026-07-15 14:48:00,2026-07-15 14:48:00,1
HB9CWK,JN37TB,47.062,7.625,83,2026-07-17 07:24:00,2026-07-17 07:46:00,1
HB9DSE,JN37WB,47.062,7.875,12149,2026-07-14 17:00:00,2026-07-17 16:58:00,4
HB9ELW,JN47NL,47.479,9.125,1088,2026-07-17 08:32:00,2026-07-17 12:18:00,1
HB9FOH,JN36HM,46.521,6.625,279,2026-07-14 17:04:00,2026-07-17 16:56:00,4
