reporter_call,reporter_grid,latitude,longitude,spots,first_seen,last_seen,active_days
EA5XQ,IM99TL,39.479,-0.375,1,2026-07-17 02:12:00,2026-07-17 02:12:00,1
EA7URA,IM76GD,36.146,-5.458,6103,2026-07-16 17:00:00,2026-07-17 16:58:00,2
EA8-DF4UE,IL38BP,28.646,-13.875,32610,2026-07-16 17:00:00,2026-07-17 16:58:00,2
EA8/DF4UE,IL38BP,28.646,-13.875,43656,2026-07-16 17:00:00,2026-07-17 16:58:00,2
EA8BFK,IL38BO,28.604,-13.875,36461,2026-07-16 17:00:00,2026-07-17 16:58:00,2
EA8CHC,IM67WI,37.354,-6.125,4,2026-07-16 18:34:00,2026-07-17 07:02:00,2
EA8EE,IL27ES,27.771,-15.625,205,2026-07-16 20:12:00,2026-07-17 06:50:00,2
EB2EAS-SDR1,IN91NP,41.646,-0.875,116,2026-07-16 18:32:00,2026-07-17 05:52:00,2
EB5DQ,IM99TP,39.646,-0.375,189,2026-07-16 17:02:00,2026-07-17 16:54:00,2
EB5TC,IM99TK,39.438,-0.375,2686,2026-07-16 17:00:00,2026-07-17 16:58:00,2
EC1CS,IN62BI,42.354,-7.875,9776,2026-07-16 17:00:00,2026-07-17 16:58:00,2
EI0CF,IO65IH,55.312,-7.292,35,2026-07-16 23:04:00,2026-07-17 11:34:00,2
EI4HQ,IO51UU,51.854,-8.292,29669,2026-07-16 17:00:00,2026-07-17 16:58:00,2
EI7HZB,IO65FB,55.062,-7.542,1791,2026-07-16 17:08:00,2026-07-17 16:56:00,2
ES2RR,KO29HG,59.271,24.625,6038,2026-07-16 17:00:00,2026-07-17 16:54:00,2
ES4O,KO39DC,59.104,26.292,9215,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F1GAL,JN33BC,43.104,6.125,1673,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F1JSC,JN03GE,43.188,0.542,656,2026-07-16 17:12:00,2026-07-17 16:56:00,2
F1UBL,JN08XS,48.771,1.958,13,2026-07-16 18:46:00,2026-07-17 15:56:00,2
F4EGM,JN29HN,49.562,4.625,3,2026-07-16 19:06:00,2026-07-17 16:56:00,2
F4LNO,JN33MO,43.604,7.042,1130,2026-07-16 17:02:00,2026-07-17 16:58:00,2
F4MZI,JO10RK,50.438,3.458,1224,2026-07-16 18:36:00,2026-07-17 16:56:00,2
F4VTQ/B,JN28UX,48.979,5.708,896,2026-07-16 17:02:00,2026-07-17 16:30:00,2
F4VTQ/F,JN28UX,48.979,5.708,1359,2026-07-16 18:00:00,2026-07-17 13:58:00,2
F4VTQ/K,JN28UX,48.979,5.708,5398,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F4VTQ/M,JN28UX,48.979,5.708,14063,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F4VTQ/R,JN28UX,48.979,5.708,9496,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F4VTQ/U,JN28UX,48.979,5.708,20516,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F4WCW,IN95LW,45.938,-1.042,7001,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F4WDO,JN08CA,48.021,0.208,1295,2026-07-17 11:00:00,2026-07-17 16:58:00,1
F5034SWL,JN26AB,46.062,4.042,19,2026-07-17 16:34:00,2026-07-17 16:36:00,1
F5178SWL,JN37KM,47.521,6.875,4489,2026-07-16 17:24:00,2026-07-17 16:58:00,2
F5AHD,JN37RO,47.604,7.458,2111,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F5EFK,IN87PP,47.646,-2.708,53,2026-07-16 18:14:00,2026-07-16 18:24:00,1
F5EMT,JN15OQ,45.688,3.208,68,2026-07-16 18:08:00,2026-07-17 16:58:00,2
F5HGF,JN25UD,45.146,5.708,659,2026-07-16 17:44:00,2026-07-17 16:58:00,2
F5JFA,JN38,48.479,6.958,11,2026-07-17 09:56:00,2026-07-17 10:04:00,1
F5JFA,JN38TM,48.521,7.625,145,2026-07-17 10:08:00,2026-07-17 10:50:00,1
F5KIA,JN18IA,48.021,2.708,5,2026-07-17 16:02:00,2026-07-17 16:12:00,1
F5VBD,JN25XO,45.604,5.958,14359,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F5WK,JN18HP,48.646,2.625,67,2026-07-16 18:06:00,2026-07-16 18:42:00,1
F61695,LG79SC,-20.896,55.542,315,2026-07-17 03:16:00,2026-07-17 16:56:00,1
F62000,JO10JG,50.271,2.792,4354,2026-07-16 17:02:00,2026-07-17 16:58:00,2
F6FBB,JN12AX,42.979,2.042,19,2026-07-16 17:00:00,2026-07-16 20:20:00,1
F6KBF,JN18BW,48.938,2.125,408,2026-07-16 20:48:00,2026-07-17 09:48:00,2
F6KGL,JN18GU,48.854,2.542,2056,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F70297SWL,JN38QB,48.062,7.375,119,2026-07-17 07:44:00,2026-07-17 15:34:00,1
F81251,JO10JG,50.271,2.792,2546,2026-07-16 17:00:00,2026-07-17 16:58:00,2
F8UKP,JN17EB,47.062,2.375,1085,2026-07-16 22:36:00,2026-07-17 16:58:00,2
FN41RY,FN41KS,41.771,-71.125,66,2026-07-16 17:00:00,2026-07-17 16:44:00,2
FSWL117,JN05LD,45.146,0.958,1153,2026-07-16 17:02:00,2026-07-17 16:56:00,2
FW9789,KP14QB,64.062,23.375,499,2026-07-16 17:08:00,2026-07-17 16:58:00,2
G0BSX,IO93FI,53.354,-1.542,49,2026-07-16 17:08:00,2026-07-17 15:58:00,2
G0BZB-SWL,IO84SX,54.979,-2.458,3693,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G0FCH,IO91CN,51.562,-1.792,1286,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G0GTV,IO93SF,53.229,-0.458,1243,2026-07-16 17:00:00,2026-07-17 12:12:00,2
G0IDE,IO83PQ,53.688,-2.708,148,2026-07-16 17:00:00,2026-07-17 16:22:00,2
G0IFI,IO81LD,51.146,-3.042,1003,2026-07-16 18:40:00,2026-07-17 14:36:00,2
G0JEI,IO93,53.479,-1.042,329,2026-07-16 17:14:00,2026-07-16 19:02:00,1
G0KTN,IO81TI,51.354,-2.375,16415,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G0MQW,IO91ML,51.479,-0.958,2668,2026-07-16 17:06:00,2026-07-17 16:58:00,2
G0MZJ,IO81WG,51.271,-2.125,52,2026-07-16 17:06:00,2026-07-17 16:40:00,2
G0OHK,IO94FV,54.896,-1.542,375,2026-07-17 10:56:00,2026-07-17 13:10:00,1
G0TCD,IO91VX,51.979,-0.208,1573,2026-07-16 17:02:00,2026-07-17 16:56:00,2
G0VOK,IO83RG,53.271,-2.542,1416,2026-07-16 17:00:00,2026-07-17 16:54:00,2
G0WZM/A,IO91UI,51.354,-0.292,5165,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G1BLO,IO90DS,50.771,-1.708,452,2026-07-16 17:00:00,2026-07-17 16:52:00,2
G1HZN,IO93,53.479,-1.042,455,2026-07-16 17:44:00,2026-07-16 21:22:00,1
G1HZN,IO93GA,53.021,-1.458,9,2026-07-16 19:54:00,2026-07-16 20:58:00,1
G1WOR,IO90TT,50.812,-0.375,465,2026-07-16 17:46:00,2026-07-17 11:18:00,2
G2YT,IO91VV,51.896,-0.208,5394,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G3JKF,JO00BS,50.771,0.125,410,2026-07-16 17:14:00,2026-07-17 15:44:00,2
G3OU,IO92PA,52.021,-0.708,405,2026-07-16 17:20:00,2026-07-17 11:20:00,2
G3SDR,IO81MI,51.354,-2.958,6140,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G3SPJ,JO01BL,51.479,0.125,129,2026-07-16 20:22:00,2026-07-16 22:58:00,1
G3VGZ,IO94IM,54.521,-1.292,11332,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G3VPW,IO91GP,51.646,-1.458,13268,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G3WPD,IO91QQ,51.688,-0.625,957,2026-07-16 17:00:00,2026-07-17 16:54:00,2
G4AHG,IO81OK,51.438,-2.792,5436,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G4APB,JO01CL,51.479,0.208,25,2026-07-17 10:38:00,2026-07-17 15:38:00,1
G4DEU,IO81SL,51.479,-2.458,2867,2026-07-16 17:02:00,2026-07-17 16:58:00,2
G4DND,IO80BO,50.604,-3.875,5911,2026-07-16 17:00:00,2026-07-17 16:24:00,2
G4EA5,IM98WO,38.604,-0.125,21,2026-07-16 17:52:00,2026-07-17 07:54:00,2
G4EFE,IO91LL,51.479,-1.042,90,2026-07-16 17:26:00,2026-07-16 21:20:00,1
G4FKI,IO92SA,52.021,-0.458,2306,2026-07-16 17:00:00,2026-07-16 22:06:00,1
G4GCI,IO90GU,50.854,-1.458,45,2026-07-17 14:08:00,2026-07-17 16:58:00,1
G4GVZ,IO81WV,51.896,-2.125,1089,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G4HZX,IO91XK,51.438,-0.042,30001,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G4IIQ,JO01MI,51.354,1.042,303,2026-07-16 17:08:00,2026-07-17 16:58:00,2
G4LEN,IO81UT,51.812,-2.292,1628,2026-07-16 17:02:00,2026-07-17 16:54:00,2
G4LRP,IO91TA,51.021,-0.375,1217,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G4MEM/K,IO94FA,54.021,-1.542,1679,2026-07-16 17:00:00,2026-07-17 16:54:00,2
G4MRS,JO02,52.479,0.958,2545,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G4MRS,JO02OC,52.104,1.208,35,2026-07-16 17:10:00,2026-07-17 16:50:00,2
G4MRS,JO02PB,52.062,1.292,1692,2026-07-16 17:02:00,2026-07-17 16:56:00,2
G4MSA,IO90AU,50.854,-1.958,11110,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G4PCI,IO81XJ,51.396,-2.042,131,2026-07-16 17:02:00,2026-07-17 16:46:00,2
G4SDG,IO92TC,52.104,-0.375,479,2026-07-16 17:10:00,2026-07-17 16:56:00,2
G4WNC-1,IO90CU,50.854,-1.792,9577,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G4ZFQ,IO90IR,50.729,-1.292,20008,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G4ZJH,JO02RF,52.229,1.458,923,2026-07-16 17:00:00,2026-07-17 16:56:00,2
G6AFG,IO83QF,53.229,-2.625,44,2026-07-16 17:24:00,2026-07-16 21:08:00,1
G6AVK,JO01HO,51.604,0.625,274,2026-07-16 17:18:00,2026-07-17 16:58:00,2
G6GN,IO81RM,51.521,-2.542,2655,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G6KSN,IO82XJ,52.396,-2.042,304,2026-07-16 17:00:00,2026-07-17 16:48:00,2
G6MC/K,IO94EB,54.062,-1.625,2715,2026-07-16 17:00:00,2026-07-17 16:54:00,2
G6UQZ,JO02GB,52.062,0.542,4317,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G6UZT,IO82VB,52.062,-2.208,4006,2026-07-16 17:02:00,2026-07-17 16:56:00,2
G7CKX/SDR5,IO83WB,53.062,-2.125,2169,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G7ELK,IO90JV,50.896,-1.208,6496,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G7FAL,IO92WN,52.562,-0.125,2747,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G7JYM,IO91VL,51.479,-0.208,72,2026-07-16 17:24:00,2026-07-17 16:26:00,2
G8AOE,IO94IM,54.521,-1.292,8932,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G8CQX,IO81XU,51.854,-2.042,355,2026-07-16 17:02:00,2026-07-17 16:58:00,2
G8LCO,IO91VU,51.854,-0.208,18624,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G8LZI/3,JO02GL,52.479,0.542,6613,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G8OCV/SDR,JO02OK,52.438,1.208,3327,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G8PFR,IO81RV,51.896,-2.542,178,2026-07-16 17:12:00,2026-07-17 16:42:00,2
G8SEZ,IO92TC,52.104,-0.375,769,2026-07-16 17:06:00,2026-07-17 16:58:00,2
G8URE,IO90PU,50.854,-0.708,48,2026-07-16 17:38:00,2026-07-16 21:20:00,1
G8URE,IO90PV,50.896,-0.708,2,2026-07-17 16:32:00,2026-07-17 16:32:00,1
G8URE,IO90QU,50.854,-0.625,14687,2026-07-16 17:00:00,2026-07-17 16:58:00,2
G8XWR,IO91MD,51.146,-0.958,7,2026-07-17 10:28:00,2026-07-17 12:06:00,1
GB0PSC,IO92WA,52.021,-0.125,25960,2026-07-16 17:00:00,2026-07-17 16:58:00,2
GE8ROB/A,IO92GQ,52.688,-1.458,236,2026-07-16 17:04:00,2026-07-17 16:56:00,2
GI3VAF,IO74,54.479,-5.042,351,2026-07-16 17:02:00,2026-07-17 16:56:00,2
GM0DHD,IO85GW,55.938,-3.458,25478,2026-07-16 17:00:00,2026-07-17 16:58:00,2
GM0HTT,IO89JC,59.104,-3.208,46,2026-07-17 07:56:00,2026-07-17 08:12:00,1
GM0UDL,IO77VO,57.604,-4.208,3008,2026-07-16 17:16:00,2026-07-16 21:44:00,1
GM0VPG,IO75MX,55.979,-4.958,10,2026-07-17 16:08:00,2026-07-17 16:56:00,1
GM1OXB,IO87LP,57.646,-3.042,3734,2026-07-16 17:00:00,2026-07-17 11:00:00,2
GM3RQQ,IO75TV,55.896,-4.375,1153,2026-07-16 17:04:00,2026-07-17 16:58:00,2
GM4DIJ,IO85IW,55.938,-3.292,3481,2026-07-16 17:00:00,2026-07-17 16:58:00,2
GM4DTH,IO85JW,55.938,-3.208,6952,2026-07-16 17:00:00,2026-07-17 16:58:00,2
GM4EIW,IO75XW,55.938,-4.042,1151,2026-07-16 20:44:00,2026-07-16 23:12:00,1
GM4JMU,IO75RN,55.562,-4.542,4794,2026-07-16 17:00:00,2026-07-17 16:58:00,2
GM4JRT,IO85JW,55.938,-3.208,6530,2026-07-16 17:00:00,2026-07-17 16:58:00,2
GM4WJA,IO87MN,57.562,-2.958,570,2026-07-16 17:00:00,2026-07-17 16:52:00,2
GW0KIG,IO81HR,51.729,-3.375,1104,2026-07-16 17:00:00,2026-07-17 16:58:00,2
GW2HFR,IO83IB,53.062,-3.292,23515,2026-07-16 17:00:00,2026-07-17 16:58:00,2
GW4AYJ,IO81AO,51.604,-3.958,61,2026-07-16 17:00:00,2026-07-16 17:16:00,1
GW4JDZ,IO81AP,51.646,-3.958,43,2026-07-16 18:32:00,2026-07-16 19:04:00,1
GW8TRO,IO81JP,51.646,-3.208,62,2026-07-17 09:58:00,2026-07-17 16:22:00,1
GX0TRG,JO01FN,51.562,0.458,158,2026-07-16 17:58:00,2026-07-17 16:52:00,2
HA3MGA,JN96,46.479,18.958,4640,2026-07-16 17:24:00,2026-07-17 10:46:00,2
HA3PMF,JN96CC,46.104,18.208,1318,2026-07-16 17:00:00,2026-07-17 16:56:00,2
HA3PMF-K,JN96CC,46.104,18.208,1783,2026-07-16 17:00:00,2026-07-17 16:56:00,2
HA5GB,JN97BA,47.021,18.125,13405,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HA7MAC,JN97RI,47.354,19.458,486,2026-07-17 11:18:00,2026-07-17 16:58:00,1
HA7PB,JN97LI,47.354,18.958,454,2026-07-16 17:26:00,2026-07-17 16:38:00,2
HB9AK,JN36PV,46.896,7.292,5930,2026-07-16 17:04:00,2026-07-17 16:58:00,2
HB9AKB,JN37WN,47.562,7.875,290,2026-07-17 08:34:00,2026-07-17 09:18:00,1
HB9CWK,JN37TB,47.062,7.625,83,2026-07-17 07:24:00,2026-07-17 07:46:00,1
HB9DSE,JN37WB,47.062,7.875,4140,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HB9ELW,JN47NL,47.479,9.125,1088,2026-07-17 08:32:00,2026-07-17 12:18:00,1
HB9FOH,JN36HM,46.521,6.625,102,2026-07-16 17:02:00,2026-07-17 16:56:00,2
HB9FZG,JN37TM,47.521,7.625,1419,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HB9GZW,JN47BJ,47.396,8.125,20377,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HB9HIT,JN36HN,46.562,6.625,213,2026-07-17 16:18:00,2026-07-17 16:58:00,1
HB9HXZ,JN47BK,47.438,8.125,4229,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HB9ISH,JN37SN,47.562,7.542,613,2026-07-16 17:00:00,2026-07-17 16:54:00,2
HB9PAE,JN47HM,47.521,8.625,378,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HB9RYZ,JN47GA,47.021,8.542,31943,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HB9TCS,JN36RW,46.938,7.458,25,2026-07-16 17:04:00,2026-07-17 16:12:00,2
HB9UFQ,JN36MV,46.896,7.042,1372,2026-07-16 17:06:00,2026-07-17 16:58:00,2
HB9VQQ,JN47KH,47.312,8.875,42523,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HB9VQQ/KE,JN47KH,47.312,8.875,27080,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HB9VQQ/RE,JN47KH,47.312,8.875,31496,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HB9VQQ/RL,JN47KH,47.312,8.875,33303,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HB9VQQ/RS,JN47KH,47.312,8.875,35746,2026-07-16 17:00:00,2026-07-17 16:58:00,2
HC2FJ,FI07FT,-2.188,-79.542,87,2026-07-16 23:06:00,2026-07-17 06:32:00,2
HED5643,JN47EE,47.188,8.375,52,2026-07-16 19:02:00,2026-07-17 15:58:00,2
HG5CRH,JN97MK,47.438,19.042,1398,2026-07-16 17:02:00,2026-07-17 07:46:00,2
HI0SDR/3,FK49QO,19.604,-70.625,7,2026-07-16 19:40:00,2026-07-16 22:58:00,1
HK4RAU,FJ25,5.479,-75.042,1796,2026-07-16 17:02:00,2026-07-17 16:58:00,2
HP1COO,FJ08BN,8.562,-79.875,573,2026-07-16 17:06:00,2026-07-17 11:32:00,2
HP2DFA,FJ09CG,9.271,-79.792,27,2026-07-16 19:24:00,2026-07-17 13:58:00,2
HS0ZGZ,OK16PX,16.979,103.292,1534,2026-07-16 17:06:00,2026-07-17 16:58:00,2
HS0ZLQ,OK15,15.479,102.958,268,2026-07-17 01:44:00,2026-07-17 12:18:00,1
HS0ZRQ,OK03CR,13.729,100.208,25,2026-07-17 11:54:00,2026-07-17 12:48:00,1
HS0ZRT,NK92WM,12.521,99.875,142,2026-07-17 04:00:00,2026-07-17 12:22:00,1
HZ1SF,LL34HQ,24.688,46.625,4122,2026-07-16 17:00:00,2026-07-17 16:58:00,2
I0UVN,JN61NL,41.479,13.125,42572,2026-07-16 17:00:00,2026-07-17 16:58:00,2
I1SKV,JN44CV,44.896,8.208,323,2026-07-17 08:16:00,2026-07-17 16:58:00,1
IK0OKY,JN61ES,41.771,12.375,20,2026-07-16 18:26:00,2026-07-17 16:56:00,2
IK4PKL,JN64GB,44.062,12.542,136,2026-07-17 10:46:00,2026-07-17 16:58:00,1
IK4RQE,JN54OI,44.354,11.208,4516,2026-07-17 07:22:00,2026-07-17 16:58:00,1
IK5ZVE/5,JN53HX,43.979,10.625,73,2026-07-16 19:02:00,2026-07-17 16:48:00,2
IK6IOQ,JN72CK,42.438,14.208,16678,2026-07-16 17:00:00,2026-07-17 16:58:00,2
IK6RAM,JN62WV,42.896,13.875,601,2026-07-16 19:12:00,2026-07-16 21:30:00,1
IK6ZEW,JN72CK,42.438,14.208,321,2026-07-17 06:26:00,2026-07-17 16:52:00,1
IT9GSH,JM76GT,36.812,14.542,259,2026-07-17 16:30:00,2026-07-17 16:58:00,1
IU0OQM,JN62,42.479,12.958,5364,2026-07-16 17:00:00,2026-07-17 16:58:00,2
IU0OQM,JN62WV,42.896,13.875,13,2026-07-16 19:40:00,2026-07-16 21:32:00,1
IU2FRL,JN55LK,45.438,10.958,296,2026-07-16 18:24:00,2026-07-16 20:14:00,1
IU5MQQ,JN53NU,43.854,11.125,3038,2026-07-16 17:02:00,2026-07-17 16:58:00,2
IU8DSS,JN70DV,40.896,14.292,61,2026-07-16 21:16:00,2026-07-16 21:38:00,1
IU8NAS,JN71EC,41.104,14.375,24,2026-07-16 21:30:00,2026-07-16 21:40:00,1
IU8QRL,JN60XX,40.979,13.958,4,2026-07-16 20:28:00,2026-07-16 20:28:00,1
IV3HQC,JN66OF,46.229,13.208,3412,2026-07-16 17:00:00,2026-07-17 16:58:00,2
IV3VLN,JN66OC,46.104,13.208,690,2026-07-16 19:50:00,2026-07-17 16:58:00,2
IVZWB,JN65NT,45.812,13.125,148,2026-07-17 16:18:00,2026-07-17 16:58:00,1
IW0HRD,JN61GV,41.896,12.542,233,2026-07-17 04:30:00,2026-07-17 05:42:00,1
IW0RQH,JN62IW,42.938,12.708,1847,2026-07-16 17:00:00,2026-07-17 16:58:00,2
IW0RQJ,JN63HA,43.021,12.625,498,2026-07-16 17:44:00,2026-07-17 16:56:00,2
IW2DMO,JN45UJ,45.396,9.708,16,2026-07-16 18:34:00,2026-07-17 16:56:00,2
IW2KPL,JN45TQ,45.688,9.625,3460,2026-07-16 17:06:00,2026-07-17 16:58:00,2
IW2NKE,JN63NP,43.646,13.125,88,2026-07-16 17:06:00,2026-07-17 04:22:00,2
IW2OHP,JN45LQ,45.688,8.958,571,2026-07-17 08:54:00,2026-07-17 16:58:00,1
IW3HBX,JN65AN,45.562,12.042,19589,2026-07-16 17:00:00,2026-07-17 16:58:00,2
IZ0FKE,JN61FW,41.938,12.458,4639,2026-07-16 17:00:00,2026-07-17 16:58:00,2
IZ6198SWL,JN61VQ,41.688,13.792,2348,2026-07-16 17:06:00,2026-07-17 16:56:00,2
IZ6QQTRX,JN63,43.479,12.958,3692,2026-07-16 17:00:00,2026-07-17 16:58:00,2
JA0VEU,PM85XV,35.896,137.958,674,2026-07-16 17:00:00,2026-07-17 16:54:00,2
JA1KPF,QM06BB,36.062,140.125,164,2026-07-16 17:00:00,2026-07-17 16:48:00,2
JA5NVN,PM74EC,34.104,134.375,1003,2026-07-16 17:02:00,2026-07-17 16:58:00,2
JA5OPR,PM73,33.479,134.958,9,2026-07-17 09:12:00,2026-07-17 10:22:00,1
JA6SOQ,PM53AJ,33.396,130.042,2,2026-07-16 17:20:00,2026-07-16 19:00:00,1
JA7KBR,PM95WR,35.729,139.875,112,2026-07-16 21:30:00,2026-07-17 16:44:00,2
JA8VCW,QN03PC,43.104,141.292,4,2026-07-16 20:30:00,2026-07-17 12:12:00,2
JA8XMC,QN03SA,43.021,141.542,288,2026-07-16 17:02:00,2026-07-17 15:38:00,2
JE1XVO,PM95VR,35.729,139.792,107,2026-07-16 17:06:00,2026-07-17 16:56:00,2
JF1MUX,PM95VR,35.729,139.792,43,2026-07-16 17:02:00,2026-07-17 15:30:00,2
JG1PIX,PM95SO,35.604,139.542,6,2026-07-16 21:14:00,2026-07-17 14:38:00,2
JG3HGD/SDR5,PM74UV,34.896,135.708,14,2026-07-16 18:08:00,2026-07-17 16:32:00,2
JH3KTL,PM74OW,34.938,135.208,43,2026-07-16 17:24:00,2026-07-17 04:14:00,2
JH4GLG,PM64TN,34.562,133.625,214,2026-07-16 17:04:00,2026-07-17 16:50:00,2
JI1HFJ,PM95SS,35.771,139.542,111,2026-07-16 17:00:00,2026-07-17 16:54:00,2
JJ1XRV,QM05DS,35.771,140.292,4,2026-07-17 05:28:00,2026-07-17 06:12:00,1
JK1QLQ,PM96MJ,36.396,139.042,40,2026-07-16 22:00:00,2026-07-17 06:56:00,2
JM8FLR/SDR,QM05BP,35.646,140.125,281,2026-07-16 17:00:00,2026-07-17 16:54:00,2
JO55HI,JO55HI,55.354,10.625,823,2026-07-16 17:00:00,2026-07-17 16:54:00,2
JR5JEU,PM63IS,33.771,132.708,47,2026-07-16 17:02:00,2026-07-17 16:58:00,2
JW1ITS,JQ88AD,78.146,16.042,142,2026-07-16 17:02:00,2026-07-17 16:52:00,2
K0BHB-2,EN34IV,44.896,-93.292,3044,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K0DEV,FM18JV,38.896,-77.208,114,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K0ED,CM97BQ,37.688,-121.875,5953,2026-07-16 17:02:00,2026-07-17 16:56:00,2
K0ESQ,BP51IN,61.562,-149.292,417,2026-07-16 17:02:00,2026-07-17 16:22:00,2
K0GU,DN70MQ,40.688,-104.958,531,2026-07-16 23:26:00,2026-07-17 16:56:00,2
K0RAE/W,EN36AU,46.854,-93.958,296,2026-07-16 19:06:00,2026-07-17 16:48:00,2
K0RE,EN43,43.479,-91.042,2699,2026-07-16 21:34:00,2026-07-17 16:58:00,2
K1BZ,FN54CI,44.354,-69.792,5450,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K1HTV-4,FM18AP,38.646,-77.958,2260,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K1MEA,DM33TP,33.646,-112.375,733,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K1PLL,FN42HH,42.312,-71.375,14,2026-07-17 01:28:00,2026-07-17 01:28:00,1
K1RA-4,FM18CR,38.729,-77.792,8132,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K1RKS/2,CN85MK,45.438,-122.958,2,2026-07-17 12:32:00,2026-07-17 12:34:00,1
K1RKS/2,CN85NF,45.229,-122.875,5,2026-07-17 03:02:00,2026-07-17 03:02:00,1
K1RKS/2,CN85OI,45.354,-122.792,1643,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K1RKS/2,CN85PI,45.354,-122.708,9,2026-07-17 01:46:00,2026-07-17 01:48:00,1
K1VL,FN33OM,43.521,-72.792,3262,2026-07-16 17:06:00,2026-07-17 16:58:00,2
K1YZY,FN41XR,41.729,-70.042,311,2026-07-16 17:02:00,2026-07-17 16:56:00,2
K2DAK,DM33VQ,33.688,-112.208,7873,2026-07-16 17:02:00,2026-07-17 16:58:00,2
K2ZA,FM29LO,39.604,-75.042,6689,2026-07-16 17:00:00,2026-07-17 16:56:00,2
K2ZN,FN13EC,43.104,-77.625,124,2026-07-16 19:04:00,2026-07-17 16:24:00,2
K3DFD,FN20LB,40.062,-75.042,6954,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K3FAW,FM18SI,38.354,-76.458,28,2026-07-17 07:26:00,2026-07-17 07:46:00,1
K3FEF,FN21MH,41.312,-74.958,25609,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K3GMQ,FN20LH,40.312,-75.042,32349,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K3JYD,FM09,39.479,-79.042,181,2026-07-17 15:02:00,2026-07-17 15:30:00,1
K3JYD,FM09TH,39.312,-78.375,3,2026-07-17 15:10:00,2026-07-17 15:26:00,1
K3JYD,FM09WD,39.146,-78.125,1,2026-07-17 15:14:00,2026-07-17 15:14:00,1
K3LR,EN91SE,41.188,-80.458,40620,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K3RPK,FN21HA,41.021,-75.375,84,2026-07-16 17:02:00,2026-07-17 16:42:00,2
K3ZD,EL98PD,28.146,-80.708,2,2026-07-17 12:18:00,2026-07-17 12:30:00,1
K3ZV,EL99AA,29.021,-81.958,342,2026-07-17 14:22:00,2026-07-17 16:58:00,1
K4AGR,EM71GC,31.104,-85.458,2207,2026-07-16 17:00:00,2026-07-17 16:58:00,2
K4BYN,FM05QU,35.854,-78.625,112,2026-07-16 22:58:00,2026-07-16 23:26:00,1
K4DDI,EL95UX,25.979,-80.292,5962,2026-07-16 17:00:00,2026-07-17 16:58:00,2
