reporter_call,reporter_grid,latitude,longitude,spots,first_seen,last_seen,active_days
G4GVZ,IO81WV,51.896,-2.125,4085,2026-07-11 13:26:00,2026-07-17 16:58:00,7
G4HSY,IO90TT,50.812,-0.375,351,2026-07-13 19:16:00,2026-07-14 14:50:00,2
G4HZX,IO91XK,51.438,-0.042,238323,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G4IIQ,JO01MI,51.354,1.042,2219,2026-07-10 17:06:00,2026-07-17 16:58:00,8
G4LEN,IO81UT,51.812,-2.292,13065,2026-07-10 17:00:00,2026-07-17 16:54:00,8
G4LRP,IO91TA,51.021,-0.375,1995,2026-07-12 08:58:00,2026-07-17 16:58:00,4
G4MEM/K,IO94FA,54.021,-1.542,13042,2026-07-10 17:02:00,2026-07-17 16:54:00,8
G4MRS,JO02,52.479,0.958,20638,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G4MRS,JO02AG,52.271,0.042,7,2026-07-11 09:00:00,2026-07-11 11:20:00,1
G4MRS,JO02BF,52.229,0.125,4,2026-07-11 09:00:00,2026-07-11 14:00:00,1
G4MRS,JO02OC,52.104,1.208,319,2026-07-10 17:10:00,2026-07-17 16:50:00,8
G4MRS,JO02PB,52.062,1.292,14366,2026-07-10 17:02:00,2026-07-17 16:56:00,8
G4MSA,IO90AU,50.854,-1.958,80758,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G4PCI,IO81XJ,51.396,-2.042,931,2026-07-10 17:02:00,2026-07-17 16:46:00,8
G4SDG,IO92TC,52.104,-0.375,501,2026-07-16 14:56:00,2026-07-17 16:56:00,2
G4UDU,IO90UV,50.896,-0.292,38,2026-07-11 05:35:00,2026-07-11 15:29:00,1
G4WNC-1,IO90CU,50.854,-1.792,71460,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G4ZFQ,IO90IR,50.729,-1.292,203317,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G4ZJH,JO02RF,52.229,1.458,7072,2026-07-10 17:02:00,2026-07-17 16:56:00,8
G6AFG,IO83QF,53.229,-2.625,414,2026-07-10 17:20:00,2026-07-16 21:08:00,3
G6AVK,JO01HO,51.604,0.625,3877,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G6BHB,IO90HP,50.646,-1.375,219,2026-07-14 12:24:00,2026-07-14 13:14:00,1
G6GN,IO81RM,51.521,-2.542,4351,2026-07-10 17:00:00,2026-07-17 16:58:00,6
G6KSN,IO82XJ,52.396,-2.042,2746,2026-07-10 17:02:00,2026-07-17 16:48:00,8
G6MC/K,IO94EB,54.062,-1.625,21051,2026-07-10 17:02:00,2026-07-17 16:54:00,8
G6UQZ,JO02GB,52.062,0.542,34333,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G6UZT,IO82VB,52.062,-2.208,22903,2026-07-10 17:00:00,2026-07-17 16:56:00,8
G7CKX/SDR5,IO83WB,53.062,-2.125,16180,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G7ELK,IO90JV,50.896,-1.208,50814,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G7FAL,IO92WN,52.562,-0.125,3160,2026-07-16 14:14:00,2026-07-17 16:58:00,2
G7GSF,IO91VN,51.562,-0.208,4,2026-07-13 22:14:00,2026-07-13 22:20:00,1
G7IGN,IO94ES,54.771,-1.625,118,2026-07-14 08:58:00,2026-07-14 09:38:00,1
G7JYM,IO91VL,51.479,-0.208,309,2026-07-10 17:42:00,2026-07-17 16:26:00,8
G7KZA,IO92,52.479,-1.042,90,2026-07-15 14:36:00,2026-07-15 21:48:00,1
G7KZA,IO92NG,52.271,-0.875,4,2026-07-15 18:48:00,2026-07-15 19:08:00,1
G7OAE,IO83XC,53.104,-2.042,1986,2026-07-11 05:50:00,2026-07-16 16:04:00,4
G7PVZ,IO91GC,51.104,-1.458,173,2026-07-10 19:20:00,2026-07-10 22:34:00,1
G7SKA,IO92PJ,52.396,-0.708,610,2026-07-12 14:48:00,2026-07-12 21:28:00,1
G7SKR,IO83RI,53.354,-2.542,461,2026-07-13 21:26:00,2026-07-13 23:56:00,1
G7UVW,JO01BN,51.562,0.125,4503,2026-07-10 17:00:00,2026-07-15 12:52:00,6
G8AOE,IO94IM,54.521,-1.292,63059,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G8CQX,IO81XU,51.854,-2.042,3396,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G8LCO,IO91VU,51.854,-0.208,144031,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G8LMY,IO91OI,51.354,-0.792,680,2026-07-14 12:40:00,2026-07-14 21:06:00,1
G8LZI/2,JO02GL,52.479,0.542,14227,2026-07-12 12:06:00,2026-07-15 15:08:00,4
G8LZI/3,JO02GL,52.479,0.542,26793,2026-07-10 17:00:00,2026-07-17 16:58:00,6
G8OCV/SDR,JO02OK,52.438,1.208,32482,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G8ORM,IO93CU,53.854,-1.792,1984,2026-07-10 17:02:00,2026-07-12 06:50:00,3
G8PFR,IO81RV,51.896,-2.542,1326,2026-07-10 17:02:00,2026-07-17 16:42:00,8
G8SEZ,IO92TC,52.104,-0.375,8153,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G8TTI,IO81WM,51.521,-2.125,16,2026-07-12 16:52:00,2026-07-12 18:34:00,1
G8URE,IO90NV,50.896,-0.875,1,2026-07-13 13:36:00,2026-07-13 13:36:00,1
G8URE,IO90OQ,50.688,-0.792,1,2026-07-11 18:30:00,2026-07-11 18:30:00,1
G8URE,IO90PQ,50.688,-0.708,36,2026-07-14 19:14:00,2026-07-14 19:20:00,1
G8URE,IO90PR,50.729,-0.708,12,2026-07-14 19:12:00,2026-07-14 19:24:00,1
G8URE,IO90PS,50.771,-0.708,2,2026-07-14 19:12:00,2026-07-14 19:12:00,1
G8URE,IO90PT,50.812,-0.708,96,2026-07-11 21:56:00,2026-07-16 07:56:00,5
G8URE,IO90PU,50.854,-0.708,117,2026-07-10 23:02:00,2026-07-16 21:20:00,6
G8URE,IO90PV,50.896,-0.708,6,2026-07-10 23:00:00,2026-07-17 16:32:00,3
G8URE,IO90QU,50.854,-0.625,111499,2026-07-10 17:00:00,2026-07-17 16:58:00,8
G8URE,IO90QV,50.896,-0.625,2,2026-07-16 07:56:00,2026-07-16 07:56:00,1
G8URE,IO90RW,50.938,-0.542,1,2026-07-12 23:48:00,2026-07-12 23:48:00,1
G8URE,IO90SW,50.938,-0.458,82,2026-07-15 13:32:00,2026-07-15 13:50:00,1
G8XWR,IO91MD,51.146,-0.958,75,2026-07-11 10:38:00,2026-07-17 12:06:00,4
GB0PSC,IO92WA,52.021,-0.125,218228,2026-07-10 17:00:00,2026-07-17 16:58:00,8
GB0SNB/SDR,JO01DW,51.938,0.292,6,2026-07-13 14:10:00,2026-07-13 22:26:00,1
GE8ROB/A,IO92GQ,52.688,-1.458,252,2026-07-16 14:32:00,2026-07-17 16:56:00,2
GI3VAF,IO74,54.479,-5.042,672,2026-07-12 07:20:00,2026-07-17 16:56:00,6
GJ3YHU,IN89VE,49.188,-2.208,532,2026-07-13 18:16:00,2026-07-13 21:54:00,1
GM0DHD,IO85GW,55.938,-3.458,191542,2026-07-10 17:00:00,2026-07-17 16:58:00,8
GM0HTT,IO89JC,59.104,-3.208,46,2026-07-17 07:56:00,2026-07-17 08:12:00,1
GM0MAK,IO87FO,57.604,-3.542,18,2026-07-12 07:20:00,2026-07-12 07:28:00,1
GM0UDL,IO77VO,57.604,-4.208,23440,2026-07-10 17:40:00,2026-07-16 21:44:00,7
GM0VPG,IO75MX,55.979,-4.958,10,2026-07-17 16:08:00,2026-07-17 16:56:00,1
GM1OXB,IO87LP,57.646,-3.042,23152,2026-07-10 17:00:00,2026-07-17 11:00:00,8
GM3RQQ,IO75TV,55.896,-4.375,13880,2026-07-10 17:00:00,2026-07-17 16:58:00,8
GM4DIJ,IO85IW,55.938,-3.292,31596,2026-07-10 17:00:00,2026-07-17 16:58:00,8
GM4DTH,IO85JW,55.938,-3.208,50119,2026-07-10 17:00:00,2026-07-17 16:58:00,8
GM4EIW,IO75XW,55.938,-4.042,1151,2026-07-16 20:44:00,2026-07-16 23:12:00,1
GM4HYG,IO87IP,57.646,-3.292,22148,2026-07-10 17:02:00,2026-07-15 22:30:00,6
GM4JMU,IO75RN,55.562,-4.542,6834,2026-07-16 08:58:00,2026-07-17 16:58:00,2
GM4JRT,IO85JW,55.938,-3.208,51223,2026-07-10 17:00:00,2026-07-17 16:58:00,8
GM4RJI,IO85IW,55.938,-3.292,192,2026-07-10 17:00:00,2026-07-11 12:38:00,2
GM4VAC,IO77XM,57.521,-4.042,130,2026-07-12 10:08:00,2026-07-12 10:56:00,1
GM4WJA,IO87MN,57.562,-2.958,10107,2026-07-10 17:00:00,2026-07-17 16:52:00,8
GW0KIG,IO81HR,51.729,-3.375,6772,2026-07-10 17:00:00,2026-07-17 16:58:00,6
GW2HFR,IO83IB,53.062,-3.292,34680,2026-07-10 20:54:00,2026-07-17 16:58:00,4
GW3TYI,IO81AO,51.604,-3.958,2,2026-07-14 11:24:00,2026-07-14 11:26:00,1
GW3TYI/I,IO81AO,51.604,-3.958,15,2026-07-14 10:50:00,2026-07-14 11:22:00,1
GW4AYJ,IO81AO,51.604,-3.958,445,2026-07-16 15:26:00,2026-07-16 17:16:00,1
GW4HZA,IO81JK,51.438,-3.208,578,2026-07-10 22:42:00,2026-07-11 17:46:00,2
GW4JDZ,IO81AP,51.646,-3.958,58,2026-07-12 19:34:00,2026-07-16 19:04:00,5
GW7DND,IO82KN,52.562,-3.125,79,2026-07-12 20:30:00,2026-07-12 21:44:00,1
GW8TRO,IO81JP,51.646,-3.208,725,2026-07-11 07:36:00,2026-07-17 16:22:00,6
GX0TRG,JO01FN,51.562,0.458,720,2026-07-12 23:56:00,2026-07-17 16:52:00,6
HA/PD1JOL,JN86RC,46.104,17.458,1700,2026-07-14 10:44:00,2026-07-14 15:42:00,1
HA1NB,JN87IH,47.312,16.708,210,2026-07-12 12:20:00,2026-07-12 12:58:00,1
HA2RED,JN86SB,46.062,17.542,79,2026-07-13 12:40:00,2026-07-13 14:22:00,1
HA3MGA,JN96,46.479,18.958,10961,2026-07-14 11:14:00,2026-07-17 10:46:00,4
HA3MGA,JN96BV,46.896,18.125,109,2026-07-14 08:18:00,2026-07-14 10:04:00,1
HA3PMF,JN96CC,46.104,18.208,8721,2026-07-10 17:00:00,2026-07-17 16:56:00,8
HA3PMF-K,JN96CC,46.104,18.208,11149,2026-07-10 17:00:00,2026-07-17 16:56:00,8
HA4006SWL,JN97ED,47.146,18.375,79,2026-07-14 09:20:00,2026-07-14 09:44:00,1
HA5GB,JN97BA,47.021,18.125,93854,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HA5UDS,JN97NN,47.562,19.125,3187,2026-07-12 06:58:00,2026-07-13 19:00:00,2
HA7006SWL,JN97TF,47.229,19.625,33,2026-07-13 20:58:00,2026-07-13 21:04:00,1
HA7MAC,JN97RI,47.354,19.458,15347,2026-07-10 17:00:00,2026-07-17 16:58:00,5
HA7PB,JN97LI,47.354,18.958,1336,2026-07-15 19:26:00,2026-07-17 16:38:00,3
HB9AK,JN36PV,46.896,7.292,37893,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HB9AKB,JN37WN,47.562,7.875,290,2026-07-17 08:34:00,2026-07-17 09:18:00,1
HB9CCQ,JN47FJ,47.396,8.458,1,2026-07-15 14:48:00,2026-07-15 14:48:00,1
HB9CVH,JN37OC,47.104,7.208,76,2026-07-11 20:21:00,2026-07-11 20:49:00,1
HB9CWK,JN37TB,47.062,7.625,86,2026-07-10 20:04:00,2026-07-17 07:46:00,2
HB9DSE,JN37WB,47.062,7.875,27271,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HB9ELW,JN47NL,47.479,9.125,2645,2026-07-12 11:42:00,2026-07-17 12:18:00,4
HB9FOH,JN36HM,46.521,6.625,502,2026-07-10 17:56:00,2026-07-17 16:56:00,8
HB9FZG,JN37TM,47.521,7.625,10155,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HB9GCC,JN47DA,47.021,8.292,353,2026-07-13 04:50:00,2026-07-13 15:24:00,1
HB9GZW,JN47BJ,47.396,8.125,151164,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HB9HIT,JN36HN,46.562,6.625,213,2026-07-17 16:18:00,2026-07-17 16:58:00,1
HB9HXZ,JN47BK,47.438,8.125,28775,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HB9ISH,JN37SN,47.562,7.542,3880,2026-07-10 17:04:00,2026-07-17 16:54:00,8
HB9ITJ/1,JN47DI,47.354,8.292,45,2026-07-11 10:16:00,2026-07-11 10:20:00,1
HB9ITJ/2,JN47DI,47.354,8.292,40,2026-07-11 10:04:00,2026-07-11 13:56:00,1
HB9PAE,JN47HM,47.521,8.625,2943,2026-07-10 17:02:00,2026-07-17 16:58:00,8
HB9RYZ,JN47GA,47.021,8.542,261298,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HB9TCS,JN36RW,46.938,7.458,164,2026-07-10 20:04:00,2026-07-17 16:12:00,8
HB9TJM,JN36FQ,46.688,6.458,695,2026-07-11 08:32:00,2026-07-11 13:16:00,1
HB9TJW,JN37,47.479,6.958,46,2026-07-13 08:42:00,2026-07-15 08:22:00,3
HB9TJW,JN37VK,47.438,7.792,24,2026-07-14 18:20:00,2026-07-15 08:10:00,2
HB9TPN,JN37WN,47.562,7.875,38,2026-07-11 07:18:00,2026-07-11 07:42:00,1
HB9TUP,JN36QX,46.979,7.375,1395,2026-07-10 20:24:00,2026-07-14 04:22:00,4
HB9TUP/1,JN36QX,46.979,7.375,4,2026-07-10 19:58:00,2026-07-10 19:58:00,1
HB9UFQ,JN36MV,46.896,7.042,9516,2026-07-10 17:06:00,2026-07-17 16:58:00,8
HB9VQQ,JN47KH,47.312,8.875,325896,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HB9VQQ/KE,JN47KH,47.312,8.875,200600,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HB9VQQ/RE,JN47KH,47.312,8.875,238219,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HB9VQQ/RL,JN47KH,47.312,8.875,253464,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HB9VQQ/RS,JN47KH,47.312,8.875,274763,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HC2FJ,FI07FT,-2.188,-79.542,826,2026-07-10 18:04:00,2026-07-17 06:32:00,7
HC5PH,FI06JS,-3.229,-79.208,10,2026-07-16 02:26:00,2026-07-16 11:26:00,1
HED5643,JN47EE,47.188,8.375,335,2026-07-10 19:16:00,2026-07-17 15:58:00,8
HF6UWU,JO81HI,51.354,16.625,2995,2026-07-10 17:18:00,2026-07-11 12:38:00,2
HG5CRH,JN97MK,47.438,19.042,10691,2026-07-10 17:26:00,2026-07-17 07:46:00,8
HG7JAK,JN97KH,47.312,18.875,40,2026-07-11 21:12:00,2026-07-12 16:58:00,2
HI0SDR/3,FK49QO,19.604,-70.625,328,2026-07-10 22:08:00,2026-07-16 22:58:00,7
HI8T,FK58AK,18.438,-69.958,106,2026-07-15 03:48:00,2026-07-15 04:18:00,1
HK4CZE,FJ26,6.479,-75.042,5165,2026-07-10 20:24:00,2026-07-14 01:38:00,5
HK4RAU,FJ25,5.479,-75.042,13627,2026-07-10 17:06:00,2026-07-17 16:58:00,8
HL3AMO-1,PM36QJ,36.396,127.375,4,2026-07-14 09:04:00,2026-07-15 07:32:00,2
HP1COO,FJ08BN,8.562,-79.875,5782,2026-07-10 17:06:00,2026-07-17 11:32:00,8
HP2DFA,FJ09CG,9.271,-79.792,339,2026-07-10 19:22:00,2026-07-17 13:58:00,8
HS0ZGZ,OK16PX,16.979,103.292,10881,2026-07-10 17:00:00,2026-07-17 16:58:00,8
HS0ZLQ,OK15,15.479,102.958,268,2026-07-17 01:44:00,2026-07-17 12:18:00,1
HS0ZRQ,OK03CR,13.729,100.208,25,2026-07-17 11:54:00,2026-07-17 12:48:00,1
HS0ZRT,NK92WM,12.521,99.875,158,2026-07-15 07:38:00,2026-07-17 12:22:00,2
HZ1SF,LL34HQ,24.688,46.625,27395,2026-07-10 17:00:00,2026-07-17 16:58:00,8
I/DG1NP,JN67AA,47.021,12.042,24,2026-07-15 09:08:00,2026-07-15 09:28:00,1
I/DK1ER,JN53GN,43.562,10.542,244,2026-07-12 07:52:00,2026-07-14 16:34:00,2
I0UVN,JN61NL,41.479,13.125,257191,2026-07-10 17:00:00,2026-07-17 16:58:00,8
I16935TO,JN35TA,45.021,7.625,785,2026-07-13 10:46:00,2026-07-13 13:18:00,1
I1SKV,JN44CV,44.896,8.208,646,2026-07-15 08:44:00,2026-07-17 16:58:00,2
IK0OKY,JN61ES,41.771,12.375,223,2026-07-10 17:12:00,2026-07-17 16:56:00,6
IK3FXM,JN55UR,45.729,11.708,6,2026-07-10 21:58:00,2026-07-11 07:48:00,2
IK4PKL,JN64GB,44.062,12.542,136,2026-07-17 10:46:00,2026-07-17 16:58:00,1
IK4RQE,JN54OI,44.354,11.208,4516,2026-07-17 07:22:00,2026-07-17 16:58:00,1
IK5ZVE/5,JN53HX,43.979,10.625,403,2026-07-10 19:00:00,2026-07-17 16:48:00,8
IK6IOQ,JN72CK,42.438,14.208,16771,2026-07-16 16:52:00,2026-07-17 16:58:00,2
IK6RAM,JN62WV,42.896,13.875,601,2026-07-16 19:12:00,2026-07-16 21:30:00,1
IK6ZEW,JN72CK,42.438,14.208,4057,2026-07-10 17:00:00,2026-07-17 16:52:00,8
IN3/IU2TUL,JN56NK,46.438,11.125,4,2026-07-13 09:34:00,2026-07-13 09:42:00,1
IN3EFR,JN56PL,46.479,11.292,6497,2026-07-10 18:06:00,2026-07-14 14:58:00,4
IQ1AAS,JN44VD,44.146,9.792,7,2026-07-11 09:12:00,2026-07-15 10:34:00,2
IT9GSH,JM76GT,36.812,14.542,3668,2026-07-13 14:32:00,2026-07-17 16:58:00,4
IU0OQM,JN62,42.479,12.958,41112,2026-07-10 17:00:00,2026-07-17 16:58:00,8
IU0OQM,JN62WV,42.896,13.875,13,2026-07-16 19:40:00,2026-07-16 21:32:00,1
IU2FRL,JN55LK,45.438,10.958,296,2026-07-16 18:24:00,2026-07-16 20:14:00,1
IU2JFG,JN45ON,45.562,9.208,8718,2026-07-10 17:00:00,2026-07-12 08:36:00,3
IU2KIN,JM99EV,39.896,18.375,3,2026-07-11 19:46:00,2026-07-11 21:54:00,1
IU2SOK,JN45JS,45.771,8.792,15,2026-07-14 20:14:00,2026-07-14 20:14:00,1
IU4VQZ,JN56JD,46.146,10.792,7,2026-07-15 14:38:00,2026-07-16 16:52:00,2
IU5MQQ,JN53NU,43.854,11.125,17382,2026-07-10 17:18:00,2026-07-17 16:58:00,8
IU5UDR,JN44XH,44.312,9.958,19608,2026-07-10 17:00:00,2026-07-13 06:00:00,4
IU8DSS,JN70DV,40.896,14.292,61,2026-07-16 21:16:00,2026-07-16 21:38:00,1
IU8NAS,JN71EC,41.104,14.375,24,2026-07-16 21:30:00,2026-07-16 21:40:00,1
IU8QRL,JN60XX,40.979,13.958,131,2026-07-13 20:06:00,2026-07-16 20:28:00,2
IV3HQC,JN66OF,46.229,13.208,22935,2026-07-10 17:00:00,2026-07-17 16:58:00,8
IV3VLN,JN66OC,46.104,13.208,1902,2026-07-10 17:02:00,2026-07-17 16:58:00,5
IVZWB,JN65NT,45.812,13.125,148,2026-07-17 16:18:00,2026-07-17 16:58:00,1
IW0HRD,JN61GV,41.896,12.542,1068,2026-07-11 04:40:00,2026-07-17 05:42:00,7
IW0RQH,JN62IW,42.938,12.708,10996,2026-07-10 17:00:00,2026-07-17 16:58:00,8
IW0RQJ,JN63HA,43.021,12.625,4054,2026-07-10 17:08:00,2026-07-17 16:56:00,8
IW2DMO,JN45UJ,45.396,9.708,2137,2026-07-10 17:00:00,2026-07-17 16:56:00,8
IW2KPL,JN45TQ,45.688,9.625,26641,2026-07-10 17:00:00,2026-07-17 16:58:00,8
IW2NKE,JN63NP,43.646,13.125,990,2026-07-10 18:04:00,2026-07-17 04:22:00,8
IW2OHP,JN45LQ,45.688,8.958,1018,2026-07-11 13:46:00,2026-07-17 16:58:00,2
IW3HBX,JN65AN,45.562,12.042,147923,2026-07-10 17:00:00,2026-07-17 16:58:00,8
IW9GTR,JM77MN,37.562,15.042,1,2026-07-13 22:48:00,2026-07-13 22:48:00,1
IZ0FKE,JN61FW,41.938,12.458,28689,2026-07-10 17:00:00,2026-07-17 16:58:00,8
IZ1MLT,JN44LN,44.562,8.958,436,2026-07-11 02:08:00,2026-07-15 12:20:00,3
IZ3IJG,JN65DK,45.438,12.292,139,2026-07-14 06:36:00,2026-07-14 08:10:00,1
IZ6198SWL,JN61VQ,41.688,13.792,15938,2026-07-10 17:06:00,2026-07-17 16:56:00,8
IZ6QQTRX,JN63,43.479,12.958,29414,2026-07-10 17:00:00,2026-07-17 16:58:00,8
IZ6QQTRX,JN63KV,43.896,12.875,1,2026-07-11 06:08:00,2026-07-11 06:08:00,1
IZ8FAV,JN70ET,40.812,14.375,620,2026-07-13 18:00:00,2026-07-13 19:32:00,1
JA0VEU,PM85XV,35.896,137.958,4450,2026-07-10 17:00:00,2026-07-17 16:54:00,8
JA1KPF,QM06BB,36.062,140.125,1053,2026-07-10 17:06:00,2026-07-17 16:48:00,8
JA2KLY,PM84MV,34.896,137.042,4,2026-07-12 02:20:00,2026-07-12 03:22:00,1
JA5NVN,PM74EC,34.104,134.375,7279,2026-07-10 17:02:00,2026-07-17 16:58:00,8
JA5OPR,PM73,33.479,134.958,14,2026-07-11 09:12:00,2026-07-17 10:22:00,4
JA6SOQ,PM53AJ,33.396,130.042,63,2026-07-10 17:00:00,2026-07-16 19:00:00,7
JA7KBR,PM95WR,35.729,139.875,1640,2026-07-10 17:00:00,2026-07-17 16:44:00,8
JA8VCW,QN03PC,43.104,141.292,127,2026-07-10 23:26:00,2026-07-17 12:12:00,8
JA8XMC,QN03SA,43.021,141.542,2291,2026-07-11 09:46:00,2026-07-17 15:38:00,7
JA9MAT,PM86MR,36.729,137.042,7,2026-07-13 09:56:00,2026-07-13 10:14:00,1
JE1XVO,PM95VR,35.729,139.792,825,2026-07-10 17:00:00,2026-07-17 16:56:00,8
JF1MUX,PM95VR,35.729,139.792,290,2026-07-11 01:46:00,2026-07-17 15:30:00,7
JG1GPY,PM95TP,35.646,139.625,1,2026-07-13 13:26:00,2026-07-13 13:26:00,1
JG1PIX,PM95SO,35.604,139.542,162,2026-07-10 17:12:00,2026-07-17 14:38:00,8
JG3HGD/SDR5,PM74UV,34.896,135.708,189,2026-07-10 17:12:00,2026-07-17 16:32:00,8
JH1HCG,PM95VW,35.938,139.792,1,2026-07-15 07:36:00,2026-07-15 07:36:00,1
JH3KTL,PM74OW,34.938,135.208,933,2026-07-10 17:06:00,2026-07-17 04:14:00,8
JH4GLG,PM64TN,34.562,133.625,2816,2026-07-10 17:00:00,2026-07-17 16:50:00,8
JH9TJT,PM86,36.479,136.958,226,2026-07-11 23:22:00,2026-07-15 14:54:00,3
JI1HFJ,PM95SS,35.771,139.542,1224,2026-07-10 17:00:00,2026-07-17 16:54:00,8
JJ1XRV,QM05DS,35.771,140.292,4,2026-07-17 05:28:00,2026-07-17 06:12:00,1
JK1JYC,PM95RH,35.312,139.458,1,2026-07-12 08:44:00,2026-07-12 08:44:00,1
JK1QLQ,PM96MJ,36.396,139.042,786,2026-07-10 17:00:00,2026-07-17 06:56:00,8
JL1AYH,PM95,35.479,138.958,17,2026-07-11 08:48:00,2026-07-12 09:40:00,2
JL1WCN,PM95TL,35.479,139.625,143,2026-07-11 00:36:00,2026-07-12 00:30:00,2
JM8FLR/SDR,QM05BP,35.646,140.125,1642,2026-07-10 17:00:00,2026-07-17 16:54:00,8
JO55HI,JO55HI,55.354,10.625,4786,2026-07-10 17:00:00,2026-07-17 16:54:00,8
JP7DVX,QN00FO,40.604,140.458,48,2026-07-11 00:08:00,2026-07-11 12:10:00,1
JR5JEU,PM63IS,33.771,132.708,2115,2026-07-10 17:00:00,2026-07-17 16:58:00,8
JW1ITS,JQ88AD,78.146,16.042,553,2026-07-10 17:50:00,2026-07-17 16:52:00,8
K0BHB-2,EN34IV,44.896,-93.292,19501,2026-07-10 17:00:00,2026-07-17 16:58:00,8
K0BL,EN31SA,41.021,-92.458,286,2026-07-10 17:00:00,2026-07-10 18:30:00,1
K0BZ,EN44HR,44.729,-91.375,34,2026-07-16 05:20:00,2026-07-16 05:50:00,1
K0DEV,FM18JV,38.896,-77.208,1657,2026-07-10 17:08:00,2026-07-17 16:58:00,8
K0ED,CM97BQ,37.688,-121.875,34951,2026-07-10 17:02:00,2026-07-17 16:56:00,8
K0ESQ,BP51IN,61.562,-149.292,2120,2026-07-10 17:10:00,2026-07-17 16:22:00,8
K0GU,DN70MQ,40.688,-104.958,4477,2026-07-10 17:00:00,2026-07-17 16:56:00,8
K0KLA,DN70GE,40.188,-105.458,1,2026-07-12 15:28:00,2026-07-12 15:28:00,1
K0RAE/W,EN36AU,46.854,-93.958,2789,2026-07-10 17:06:00,2026-07-17 16:48:00,8
K0RE,EN43,43.479,-91.042,2730,2026-07-10 17:00:00,2026-07-17 16:58:00,3
K0VW,EN35TH,45.312,-92.375,328,2026-07-13 20:56:00,2026-07-14 01:56:00,2
K1BZ,FN54CI,44.354,-69.792,35716,2026-07-10 17:00:00,2026-07-17 16:58:00,8
K1EMO,EL98FT,28.812,-81.542,10,2026-07-13 02:24:00,2026-07-13 02:24:00,1
K1HTV-4,FM18AP,38.646,-77.958,6964,2026-07-10 17:02:00,2026-07-17 16:58:00,8
K1IC,FN31JD,41.146,-73.208,295,2026-07-10 17:00:00,2026-07-13 08:08:00,4
K1MEA,DM33TP,33.646,-112.375,1622,2026-07-10 17:00:00,2026-07-17 16:58:00,8
K1MIO,CM87US,37.771,-122.292,8,2026-07-12 01:06:00,2026-07-12 01:12:00,1
K1MIZ,FN42HW,42.938,-71.375,1,2026-07-15 03:38:00,2026-07-15 03:38:00,1
K1MRE,FN31JJ,41.396,-73.208,671,2026-07-13 04:42:00,2026-07-14 14:24:00,2
K1NED,FN32HL,42.479,-73.375,200,2026-07-15 19:10:00,2026-07-16 05:40:00,2
K1PLL,FN42HH,42.312,-71.375,14,2026-07-17 01:28:00,2026-07-17 01:28:00,1
K1RA-4,FM18CR,38.729,-77.792,177290,2026-07-10 17:00:00,2026-07-17 16:58:00,8
K1RKS/2,CN85MK,45.438,-122.958,2,2026-07-17 12:32:00,2026-07-17 12:34:00,1
K1RKS/2,CN85NF,45.229,-122.875,5,2026-07-17 03:02:00,2026-07-17 03:02:00,1
K1RKS/2,CN85OI,45.354,-122.792,8013,2026-07-10 17:00:00,2026-07-17 16:58:00,8
K1RKS/2,CN85PI,45.354,-122.708,35,2026-07-11 01:58:00,2026-07-17 01:48:00,4
K1TE,FN41,41.479,-71.042,162,2026-07-16 00:26:00,2026-07-16 15:42:00,1
K1VL,FN33OM,43.521,-72.792,20937,2026-07-10 17:02:00,2026-07-17 16:58:00,8
K1YZY,FN41XR,41.729,-70.042,3782,2026-07-10 17:00:00,2026-07-17 16:56:00,8
K2DAK,DM33VQ,33.688,-112.208,51743,2026-07-10 17:00:00,2026-07-17 16:58:00,8
K2JY,EM40,30.479,-91.042,10197,2026-07-12 13:26:00,2026-07-16 02:36:00,5
K2TAV,FN33IL,43.479,-73.292,84,2026-07-11 09:50:00,2026-07-11 10:08:00,1
K2TKD,FN02PX,42.979,-78.708,28,2026-07-16 02:18:00,2026-07-16 02:24:00,1
